stage,split,target,source,session_or_direction_index,heldout_class,semantic_permutation,start_index,initial_determinant,final_determinant,objective,gradient_norm,iterations,converged,near_optimal,stopping_criterion,actual_total_starts
A_semantic,F,1,2,0,left_hand,3,1,1,0.999999999999992,3.969085237514671,8.142132981515136e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.19 seconds.",4
A_semantic,F,1,2,0,left_hand,3,2,1,1.0000000000000093,3.9691255673710932,2.492926305201353e-06,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.32 seconds.",4
A_semantic,F,1,2,0,left_hand,3,3,-1,-0.9999999999999952,3.973960870594965,9.273069357774399e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,left_hand,4,0,1,0.9999999999999998,2.7997335077421965,5.348074545158205e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.30 seconds.",4
A_semantic,F,1,2,0,left_hand,4,1,-1,-1.000000000000004,2.7789605534714843,2.8019149999614818e-08,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.21 seconds.",4
A_semantic,F,1,2,0,left_hand,4,2,-1,-0.9999999999999977,2.7857441960284564,1.2111572448609486e-07,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,left_hand,4,3,1,0.9999999999999926,2.783765925369606,1.6750430865363695e-06,39,True,False,"Terminated - min grad norm reached after 39 iterations, 0.46 seconds.",4
A_semantic,F,1,2,0,right_hand,0,0,-1,-0.9999999999999982,2.0034724152035004,1.5954451411209303e-07,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,right_hand,0,1,1,0.9999999999999984,2.002498882367793,9.282237914228995e-08,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,right_hand,0,2,1,0.9999999999999913,2.0054842258756724,1.5617172911257185e-06,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.13 seconds.",4
A_semantic,F,1,2,0,right_hand,0,3,-1,-0.9999999999999947,2.005269978075484,2.7951977811178768e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.22 seconds.",4
A_semantic,F,1,2,0,right_hand,1,0,-1,-1.0000000000000133,3.6131315626521294,2.095664548429328e-07,20,True,True,"Terminated - min grad norm reached after 20 iterations, 0.12 seconds.",4
A_semantic,F,1,2,0,right_hand,1,1,1,0.9999999999999971,3.616418904808678,1.572856619532401e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A_semantic,F,1,2,0,right_hand,1,2,-1,-1.000000000000001,3.61842594034521,5.824567364810056e-07,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.19 seconds.",4
A_semantic,F,1,2,0,right_hand,1,3,1,0.9999999999999993,3.61799629912697,7.33393110495234e-07,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.20 seconds.",4
A_semantic,F,1,2,0,right_hand,2,0,-1,-0.9999999999999986,2.097207485119416,2.8696048984491436e-07,30,True,True,"Terminated - min grad norm reached after 30 iterations, 0.25 seconds.",4
A_semantic,F,1,2,0,right_hand,2,1,1,1.0,2.1037830583077097,6.59871784002462e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.25 seconds.",4
A_semantic,F,1,2,0,right_hand,2,2,1,1.0000000000000075,2.1022508810235125,3.316119819146981e-07,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.18 seconds.",4
A_semantic,F,1,2,0,right_hand,2,3,-1,-1.000000000000004,2.1031096451911147,2.2866594160443103e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,right_hand,3,0,-1,-1.0000000000000053,3.6107075415261582,6.008120317268414e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,right_hand,3,1,1,1.0000000000000122,3.613480408322472,1.8973448582110523e-08,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.20 seconds.",4
A_semantic,F,1,2,0,right_hand,3,2,1,0.9999999999999996,3.609103619560518,7.968163579703477e-07,32,True,True,"Terminated - min grad norm reached after 32 iterations, 0.34 seconds.",4
A_semantic,F,1,2,0,right_hand,3,3,-1,-1.0000000000000064,3.616274351520601,6.319796139552085e-07,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.27 seconds.",4
A_semantic,F,1,2,0,right_hand,4,0,1,1.0000000000000069,2.6601801799581324,5.128521816327421e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.25 seconds.",4
A_semantic,F,1,2,0,right_hand,4,1,-1,-0.999999999999997,2.6598913542275584,7.203828208058838e-06,33,True,True,"Terminated - min grad norm reached after 33 iterations, 0.31 seconds.",4
A_semantic,F,1,2,0,right_hand,4,2,-1,-1.0000000000000047,2.6840409952120035,1.229808007367696e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.18 seconds.",4
A_semantic,F,1,2,0,right_hand,4,3,1,0.9999999999999987,2.6659163223689015,8.44187428269208e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,feet,0,0,-1,-1.0000000000000064,3.1255326571939674,6.488643980313532e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.19 seconds.",4
A_semantic,F,1,2,0,feet,0,1,1,0.999999999999999,3.118230366883793,2.1495961357402443e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.24 seconds.",4
A_semantic,F,1,2,0,feet,0,2,1,1.0000000000000107,3.1166087030118597,4.013414318447627e-07,37,True,True,"Terminated - min grad norm reached after 37 iterations, 0.24 seconds.",4
A_semantic,F,1,2,0,feet,0,3,-1,-0.9999999999999962,3.1271463652262668,6.086286253058127e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.24 seconds.",4
A_semantic,F,1,2,0,feet,1,0,-1,-1.000000000000009,3.3690085890281525,1.8208423327240693e-08,29,True,False,"Terminated - min grad norm reached after 29 iterations, 0.26 seconds.",4
A_semantic,F,1,2,0,feet,1,1,1,0.999999999999995,3.3649874604938783,8.530800868021609e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.19 seconds.",4
A_semantic,F,1,2,0,feet,1,2,1,0.9999999999999961,3.3609644349190813,6.104911690505447e-06,29,True,False,"Terminated - min grad norm reached after 29 iterations, 0.21 seconds.",4
A_semantic,F,1,2,0,feet,1,3,-1,-1.0000000000000009,3.359978267429126,1.919830715526662e-06,31,True,True,"Terminated - min grad norm reached after 31 iterations, 0.29 seconds.",4
A_semantic,F,1,2,0,feet,2,0,-1,-1.000000000000005,3.198422797312573,9.856048147912948e-09,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.18 seconds.",4
A_semantic,F,1,2,0,feet,2,1,1,0.9999999999999969,3.197651364435487,3.263732942771734e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.20 seconds.",4
A_semantic,F,1,2,0,feet,2,2,1,1.0000000000000029,3.1934841795882134,4.540564525004509e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.12 seconds.",4
A_semantic,F,1,2,0,feet,2,3,-1,-1.000000000000007,3.1918688889575413,2.916532011251041e-07,25,True,True,"Terminated - min grad norm reached after 25 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,feet,3,0,1,1.0000000000000004,3.567386250158565,1.943730367449112e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.14 seconds.",4
A_semantic,F,1,2,0,feet,3,1,-1,-0.9999999999999992,3.567762161590512,2.4555207028557093e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.14 seconds.",4
A_semantic,F,1,2,0,feet,3,2,1,0.9999999999999977,3.5612972874109596,6.84033914431874e-09,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.23 seconds.",4
A_semantic,F,1,2,0,feet,3,3,-1,-1.0000000000000049,3.561708470479899,3.712879157157341e-09,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A_semantic,F,1,2,0,feet,4,0,1,1.0000000000000049,3.604233720420075,4.411893974619772e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,feet,4,1,-1,-0.9999999999999976,3.6026543459844476,1.430525525584044e-08,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.16 seconds.",4
A_semantic,F,1,2,0,feet,4,2,-1,-1.0000000000000049,3.6167851751314637,1.0866844637926974e-07,29,True,False,"Terminated - min grad norm reached after 29 iterations, 0.18 seconds.",4
A_semantic,F,1,2,0,feet,4,3,1,1.0000000000000038,3.6168902101529774,5.497845843263818e-08,35,True,False,"Terminated - min grad norm reached after 35 iterations, 0.24 seconds.",4
A_semantic,F,1,2,0,tongue,0,0,1,0.9999999999999991,3.0222594442216026,1.8428925246155238e-06,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,tongue,0,1,-1,-1.0000000000000036,3.030473349602035,3.89592865710715e-08,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,tongue,0,2,-1,-0.9999999999999988,3.032816311603222,6.04757552815647e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,tongue,0,3,1,0.9999999999999971,3.0320014076776127,5.68168721272291e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.15 seconds.",4
A_semantic,F,1,2,0,tongue,1,0,-1,-1.0000000000000049,1.7503298838481518,1.7195575049975605e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.22 seconds.",4
A_semantic,F,1,2,0,tongue,1,1,1,1.0,1.7465048963507985,2.711769681263645e-06,28,True,True,"Terminated - min grad norm reached after 28 iterations, 0.34 seconds.",4
A_semantic,F,1,2,0,tongue,1,2,1,1.0000000000000056,1.753856347460159,1.4286731925015699e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.24 seconds.",4
A_semantic,F,1,2,0,tongue,1,3,-1,-0.9999999999999967,1.753443606094022,1.0923457506330737e-07,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.22 seconds.",4
A_semantic,F,1,2,0,tongue,2,0,1,0.9999999999999997,2.980508957271004,2.0841217299854725e-06,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.23 seconds.",4
A_semantic,F,1,2,0,tongue,2,1,-1,-0.9999999999999942,2.978028558043664,4.981132467333692e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.12 seconds.",4
A_semantic,F,1,2,0,tongue,2,2,-1,-0.9999999999999963,2.9693560761331135,3.3251807034954917e-07,38,True,False,"Terminated - min grad norm reached after 38 iterations, 0.38 seconds.",4
A_semantic,F,1,2,0,tongue,2,3,1,1.000000000000002,2.9688350485339674,3.8273971468883167e-07,35,True,True,"Terminated - min grad norm reached after 35 iterations, 0.25 seconds.",4
A_semantic,F,1,2,0,tongue,3,0,-1,-0.9999999999999971,3.1945005157598683,9.101089301857441e-06,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A_semantic,F,1,2,0,tongue,3,1,1,1.000000000000006,3.200973006751205,4.6651449252642426e-07,36,True,False,"Terminated - min grad norm reached after 36 iterations, 0.28 seconds.",4
A_semantic,F,1,2,0,tongue,3,2,1,1.0000000000000009,3.2029881212827185,3.7856230001644695e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.17 seconds.",4
A_semantic,F,1,2,0,tongue,3,3,-1,-0.9999999999999922,3.2058156253717947,1.8674289525333724e-07,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.18 seconds.",4
A_semantic,F,1,2,0,tongue,4,0,-1,-1.0000000000000062,3.1488446296791563,7.684105231907641e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.20 seconds.",4
A_semantic,F,1,2,0,tongue,4,1,1,1.0000000000000013,3.140608089634701,1.864383605562066e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.21 seconds.",4
A_semantic,F,1,2,0,tongue,4,2,1,0.9999999999999953,3.143397677972977,2.6919339458818013e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.12 seconds.",4
A_semantic,F,1,2,0,tongue,4,3,-1,-0.9999999999999984,3.1353766946912147,7.274743340712675e-07,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.11 seconds.",4
A_semantic,F,1,2,1,left_hand,0,0,1,1.0000000000000016,3.5320632451975165,6.351353386080971e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,left_hand,0,1,-1,-1.0000000000000084,3.531554518469442,3.232789768725357e-08,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,left_hand,0,2,-1,-1.000000000000008,3.5257286014314317,1.5335184400548602e-07,30,True,True,"Terminated - min grad norm reached after 30 iterations, 0.49 seconds.",4
A_semantic,F,1,2,1,left_hand,0,3,1,0.9999999999999997,3.5272717940521487,7.431186101166298e-07,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.16 seconds.",4
A_semantic,F,1,2,1,left_hand,1,0,-1,-0.9999999999999988,4.6885554362679525,8.042659006774253e-07,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,left_hand,1,1,1,0.9999999999999991,4.697646070010033,3.650779712538094e-07,40,True,False,"Terminated - min grad norm reached after 40 iterations, 0.49 seconds.",4
A_semantic,F,1,2,1,left_hand,1,2,1,0.999999999999994,4.695942998619245,4.404888259933324e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.21 seconds.",4
A_semantic,F,1,2,1,left_hand,1,3,-1,-1.0000000000000082,4.699597005682749,8.645985138746325e-08,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.24 seconds.",4
A_semantic,F,1,2,1,left_hand,2,0,1,0.999999999999999,2.6915110397022386,1.3967438052105506e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.13 seconds.",4
A_semantic,F,1,2,1,left_hand,2,1,-1,-0.9999999999999991,2.6911011603214634,3.382775098311192e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.18 seconds.",4
A_semantic,F,1,2,1,left_hand,2,2,-1,-1.0000000000000053,2.6873082577032203,5.523524364846024e-08,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.14 seconds.",4
A_semantic,F,1,2,1,left_hand,2,3,1,1.0000000000000069,2.6870692670671597,2.7897923760449148e-08,25,True,True,"Terminated - min grad norm reached after 25 iterations, 0.19 seconds.",4
A_semantic,F,1,2,1,left_hand,3,0,-1,-0.9999999999999998,4.593339902839592,2.331770584837825e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A_semantic,F,1,2,1,left_hand,3,1,1,0.9999999999999998,4.5903412799198335,2.280592167568519e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.16 seconds.",4
A_semantic,F,1,2,1,left_hand,3,2,-1,-1.0000000000000004,4.588446548498123,1.519392589775929e-07,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.18 seconds.",4
A_semantic,F,1,2,1,left_hand,3,3,1,0.9999999999999949,4.597262725652149,2.7871259047468834e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.24 seconds.",4
A_semantic,F,1,2,1,left_hand,4,0,1,1.0000000000000082,2.9158095055949023,9.432537987843199e-08,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.34 seconds.",4
A_semantic,F,1,2,1,left_hand,4,1,-1,-1.0000000000000022,2.900418760185529,3.1348211773372916e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.25 seconds.",4
A_semantic,F,1,2,1,left_hand,4,2,1,0.9999999999999912,2.9022676471282987,3.8848279261030495e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,left_hand,4,3,-1,-1.0000000000000029,2.8978861314591837,8.461591382440663e-07,27,True,True,"Terminated - min grad norm reached after 27 iterations, 0.32 seconds.",4
A_semantic,F,1,2,1,right_hand,0,0,1,1.0000000000000042,3.579805462887111,8.559986673628407e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.19 seconds.",4
A_semantic,F,1,2,1,right_hand,0,1,-1,-1.0000000000000036,3.579515135898001,6.4240052314596245e-06,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.12 seconds.",4
A_semantic,F,1,2,1,right_hand,0,2,-1,-0.9999999999999949,3.5762621083574526,7.359040788802853e-06,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.32 seconds.",4
A_semantic,F,1,2,1,right_hand,0,3,1,0.9999999999999949,3.57418463663174,5.7249339191019175e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.17 seconds.",4
A_semantic,F,1,2,1,right_hand,1,0,1,0.9999999999999963,3.880689557719218,1.444430377686426e-07,35,True,True,"Terminated - min grad norm reached after 35 iterations, 0.20 seconds.",4
A_semantic,F,1,2,1,right_hand,1,1,-1,-0.9999999999999988,3.8812352751188626,5.353229256344767e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.16 seconds.",4
A_semantic,F,1,2,1,right_hand,1,2,1,1.0000000000000022,3.890186297923539,1.698555710762663e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A_semantic,F,1,2,1,right_hand,1,3,-1,-1.0000000000000084,3.8853103090125334,2.55694941076697e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,right_hand,2,0,1,1.000000000000004,2.1271494765605152,1.3110805558050929e-06,36,True,False,"Terminated - min grad norm reached after 36 iterations, 0.32 seconds.",4
A_semantic,F,1,2,1,right_hand,2,1,-1,-1.000000000000005,2.1239676394286695,1.450169157937834e-06,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.16 seconds.",4
A_semantic,F,1,2,1,right_hand,2,2,-1,-0.999999999999997,2.1399698888355427,6.174660816893452e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.17 seconds.",4
A_semantic,F,1,2,1,right_hand,2,3,1,0.9999999999999982,2.1436928098792998,7.388298948576865e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,right_hand,3,0,-1,-1.0000000000000078,3.6911136098774984,1.1192882312154841e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.17 seconds.",4
A_semantic,F,1,2,1,right_hand,3,1,1,1.0000000000000073,3.689825409529789,7.214462993886275e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A_semantic,F,1,2,1,right_hand,3,2,-1,-0.9999999999999936,3.6871080650217016,6.468492412089888e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,right_hand,3,3,1,1.000000000000004,3.6836694161366546,4.952016986408085e-07,31,True,True,"Terminated - min grad norm reached after 31 iterations, 0.36 seconds.",4
A_semantic,F,1,2,1,right_hand,4,0,-1,-0.9999999999999917,2.209288093902423,8.282512542282688e-08,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.22 seconds.",4
A_semantic,F,1,2,1,right_hand,4,1,1,0.9999999999999961,2.200411229705333,4.999971495523775e-08,20,True,True,"Terminated - min grad norm reached after 20 iterations, 0.17 seconds.",4
A_semantic,F,1,2,1,right_hand,4,2,-1,-0.9999999999999931,2.220655156606377,4.045250364938052e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.30 seconds.",4
A_semantic,F,1,2,1,right_hand,4,3,1,1.0000000000000029,2.2199746164958825,3.0022635323059588e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.13 seconds.",4
A_semantic,F,1,2,1,feet,0,0,1,0.9999999999999998,3.7007995320455533,3.0676215593032632e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A_semantic,F,1,2,1,feet,0,1,-1,-0.9999999999999969,3.7002148414669866,4.258662637406807e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.25 seconds.",4
A_semantic,F,1,2,1,feet,0,2,-1,-0.9999999999999984,3.6900022920403464,4.85346405493887e-07,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A_semantic,F,1,2,1,feet,0,3,1,0.9999999999999984,3.691527263512995,9.70264044734291e-06,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.09 seconds.",4
A_semantic,F,1,2,1,feet,1,0,1,1.0000000000000047,4.60155589589221,1.958068038176326e-06,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.20 seconds.",4
A_semantic,F,1,2,1,feet,1,1,-1,-1.0000000000000047,4.602833573921286,6.918298508062553e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,feet,1,2,-1,-1.000000000000002,4.622705974370437,1.3136484020348372e-07,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.11 seconds.",4
A_semantic,F,1,2,1,feet,1,3,1,0.9999999999999971,4.621567169841601,2.6537587164745977e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.14 seconds.",4
A_semantic,F,1,2,1,feet,2,0,-1,-0.9999999999999968,3.8589527208497283,1.1348812775047574e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,feet,2,1,1,1.0000000000000109,3.8494424445243625,2.1440333186704173e-08,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.14 seconds.",4
A_semantic,F,1,2,1,feet,2,2,-1,-1.0000000000000082,3.8625894204499382,1.3380848310662309e-08,29,True,False,"Terminated - min grad norm reached after 29 iterations, 0.23 seconds.",4
A_semantic,F,1,2,1,feet,2,3,1,1.0000000000000029,3.853698804373103,1.4338677380634446e-07,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.19 seconds.",4
A_semantic,F,1,2,1,feet,3,0,-1,-0.9999999999999932,2.9164834648842906,4.1239966447807605e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.12 seconds.",4
A_semantic,F,1,2,1,feet,3,1,1,0.9999999999999964,2.913729131686556,4.810213575771141e-06,27,True,True,"Terminated - min grad norm reached after 27 iterations, 0.29 seconds.",4
A_semantic,F,1,2,1,feet,3,2,1,1.00000000000001,2.9276147533391104,2.426996361324332e-06,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.12 seconds.",4
A_semantic,F,1,2,1,feet,3,3,-1,-0.9999999999999936,2.9279493269638097,1.8553719699447624e-07,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.21 seconds.",4
A_semantic,F,1,2,1,feet,4,0,1,1.0000000000000073,2.9931389534245536,4.6396941487026164e-07,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A_semantic,F,1,2,1,feet,4,1,-1,-1.0000000000000036,2.994354848324101,3.464239679888457e-08,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.14 seconds.",4
A_semantic,F,1,2,1,feet,4,2,-1,-0.9999999999999964,3.011022615068663,2.1512436057203947e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.18 seconds.",4
A_semantic,F,1,2,1,feet,4,3,1,1.000000000000001,3.015481712829039,5.1339269194169654e-08,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.24 seconds.",4
A_semantic,F,1,2,1,tongue,0,0,-1,-1.0000000000000013,4.099514427286396,4.755947546098159e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,tongue,0,1,1,1.0000000000000078,4.099072266703818,5.1286939485919034e-06,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.11 seconds.",4
A_semantic,F,1,2,1,tongue,0,2,-1,-1.0000000000000027,4.115099743807929,2.8660869613427544e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A_semantic,F,1,2,1,tongue,0,3,1,0.9999999999999905,4.112787783365645,9.628074379722315e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.24 seconds.",4
A_semantic,F,1,2,1,tongue,1,0,1,1.0000000000000075,3.029895346255207,3.4676185809161827e-06,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.18 seconds.",4
A_semantic,F,1,2,1,tongue,1,1,-1,-0.9999999999999999,3.036415510823901,6.533491686241769e-07,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.23 seconds.",4
A_semantic,F,1,2,1,tongue,1,2,1,1.000000000000002,3.0181382874562788,1.5252159877305247e-07,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.25 seconds.",4
A_semantic,F,1,2,1,tongue,1,3,-1,-1.0000000000000053,3.04028727643662,2.499076780169172e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.24 seconds.",4
