protocol,split,target_subject,condition,balanced_accuracy,accuracy,macro_f1,evaluation_n,confusion_matrix_json,recall_left_hand,recall_right_hand,recall_feet,recall_tongue
T2,SUBJECT_AVERAGE,5,MOV_SENSOR,0.28125,0.28125,0.2752779748394766,288,"[[24,23,14,11],[24,27,11,10],[27,18,18,9],[16,22,22,12]]",0.3333333333333333,0.375,0.25,0.16666666666666666
T2,SUBJECT_AVERAGE,6,MOV_LEN,0.2152777777777778,0.2152777777777778,0.19116790594479538,288,"[[3,11,23,35],[2,11,18,41],[3,13,19,37],[1,11,31,29]]",0.041666666666666664,0.1527777777777778,0.2638888888888889,0.4027777777777778
T2,SUBJECT_AVERAGE,6,MOV_GRAM,0.2569444444444444,0.2569444444444444,0.24770978409260094,288,"[[20,12,15,25],[14,9,15,34],[10,14,14,34],[11,9,21,31]]",0.2777777777777778,0.125,0.19444444444444445,0.4305555555555556
T2,SUBJECT_AVERAGE,6,MOV_SENSOR,0.2673611111111111,0.2673611111111111,0.2622243717195699,288,"[[16,26,14,16],[21,21,10,20],[14,21,12,25],[16,9,19,28]]",0.2222222222222222,0.2916666666666667,0.16666666666666666,0.3888888888888889
T2,SUBJECT_AVERAGE,7,MOV_LEN,0.2777777777777778,0.2777777777777778,0.26840656188750495,288,"[[30,24,9,9],[26,18,10,18],[21,25,8,18],[17,23,8,24]]",0.4166666666666667,0.25,0.1111111111111111,0.3333333333333333
T2,SUBJECT_AVERAGE,7,MOV_GRAM,0.2534722222222222,0.2534722222222222,0.24830457665824096,288,"[[28,22,11,11],[27,18,13,14],[18,27,9,18],[13,28,13,18]]",0.3888888888888889,0.25,0.125,0.25
T2,SUBJECT_AVERAGE,7,MOV_SENSOR,0.3125,0.3125,0.30963226258515353,288,"[[25,15,12,20],[23,16,18,15],[19,19,19,15],[12,14,16,30]]",0.3472222222222222,0.2222222222222222,0.2638888888888889,0.4166666666666667
T2,SUBJECT_AVERAGE,8,MOV_LEN,0.27083333333333337,0.2708333333333333,0.25623319997167093,288,"[[32,12,6,22],[34,15,4,19],[29,18,8,17],[29,6,14,23]]",0.4444444444444444,0.20833333333333334,0.1111111111111111,0.3194444444444444
T2,SUBJECT_AVERAGE,8,MOV_GRAM,0.2777777777777778,0.2777777777777778,0.25694013874543553,288,"[[40,10,10,12],[37,17,12,6],[25,27,6,14],[23,19,13,17]]",0.5555555555555556,0.2361111111111111,0.08333333333333333,0.2361111111111111
T2,SUBJECT_AVERAGE,8,MOV_SENSOR,0.3680555555555556,0.3680555555555556,0.363155353209697,288,"[[36,10,18,8],[27,26,10,9],[18,27,13,14],[10,15,16,31]]",0.5,0.3611111111111111,0.18055555555555555,0.4305555555555556
T2,SUBJECT_AVERAGE,9,MOV_LEN,0.2604166666666667,0.2604166666666667,0.12130624390744446,288,"[[0,0,1,71],[0,1,0,71],[0,0,2,70],[0,0,0,72]]",0.0,0.013888888888888888,0.027777777777777776,1.0
T2,SUBJECT_AVERAGE,9,MOV_GRAM,0.2604166666666667,0.2604166666666667,0.12775559278178222,288,"[[1,1,4,66],[1,0,0,71],[0,1,3,68],[0,1,0,71]]",0.013888888888888888,0.0,0.041666666666666664,0.9861111111111112
T2,SUBJECT_AVERAGE,9,MOV_SENSOR,0.39236111111111116,0.3923611111111111,0.39121569611566565,288,"[[35,25,8,4],[16,27,17,12],[21,12,26,13],[20,9,18,25]]",0.4861111111111111,0.375,0.3611111111111111,0.3472222222222222
