session,geometry,subject,split,shape_norm,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9
0train,AIRM,4,B,0.6320107418383842,0.33834758535647735,0.06375894907355253,-0.2577231365681465,-0.28453155651272477,0.12556085886760143,-0.13213037100769293,-0.10919844757963568,0.19102697892508227,0.1197005632008286,0.19376807589916034,0.5353510042761244,0.10088269843023771,-0.4077828421372791,-0.4502005071703105,0.19866886835241393,-0.20906348936942734,-0.17277941710610917,0.30225274078321135,0.1893964062266493,0.3065898458237124
0train,AIRM,4,F,0.39420682922807193,0.19770281945724677,0.021237036231051037,-0.11386296295147802,-0.18696808187541086,0.11363491751200143,-0.09982809998560849,-0.08211297775006293,0.11163452250313416,0.05581600718410968,0.15080116477139321,0.5015205338892392,0.0538728267915525,-0.28884066563342453,-0.47428930199288555,0.28826217377948293,-0.2532378756123782,-0.2082992268572692,0.28318769292184687,0.14159066521857952,0.3825432579813219
0train,AIRM,5,A,0.23609421797981797,0.09829616635268495,-0.015132947108394848,-0.0574948120479417,-0.06638401242891241,0.09288854839891193,-0.06484536585564173,-0.05138593197085434,0.10621332120874294,-0.027868141454510737,0.1029816781065882,0.4163429633888264,-0.06409706784809299,-0.24352486282767213,-0.28117593474731817,0.39343847212239785,-0.2746588476859052,-0.21765010770084575,0.4498768420403348,-0.11803822089744267,0.43618890368332264
0train,AIRM,5,B,0.387858617681597,0.18145022035159503,0.0275141194454989,-0.0765378807496984,-0.2075856012126128,0.07947555070492122,-0.0463836106470388,-0.09352591048243032,0.08297874502942165,0.005571824787430063,0.20897811672212227,0.4678256768824771,0.0709385280903722,-0.19733448545554888,-0.5352094597083958,0.20490855967048469,-0.1195889649798017,-0.24113402724290664,0.21394070222139813,0.014365607810225622,0.5387997254547988
0train,AIRM,5,F,0.22022904483669556,0.09835787462287666,0.010949750385511242,-0.03762106780207054,-0.11242772284130537,0.05732987900169695,-0.03851546073922019,-0.05351098205969937,0.0548514574795626,-0.0014351465422378215,0.11835118534882663,0.4466162703280627,0.04971982870665725,-0.17082700344982812,-0.510503611931264,0.26031933728000434,-0.17488819772968736,-0.242978768306328,0.2490655014202877,-0.0065166088483106874,0.5374004388775627
0train,AIRM,6,A,0.7118895347097184,0.22351437545539973,0.08005197222013435,-0.22224417797293214,-0.17390485540158052,0.30738079564936116,-0.2610315477003245,-0.25372251454016925,0.27981790875427254,0.08755344411808731,0.24046857905464264,0.3139733969351585,0.11244999163076125,-0.31218913488249955,-0.244286292918314,0.43178159062936555,-0.36667423100518437,-0.35640714207665336,0.3930636638286468,0.12298740162515283,0.33778917560952293
0train,AIRM,6,B,0.7913627945096393,0.4283009891906639,0.026291362528722783,-0.4181853653212547,-0.21381506489871732,0.15652106934327825,-0.12268765186701315,-0.1249579297241134,0.3488427269526482,0.047534901596618294,0.2059364305186734,0.5412195167149053,0.03322289436795419,-0.5284369801342246,-0.2701858949929607,0.19778674260301193,-0.15503338382623286,-0.15790220438849722,0.44081264544260684,0.0600671423099602,0.2602301143640194
0train,AIRM,6,F,0.6130575409225989,0.27579639023195646,0.07847137215441569,-0.28112367084443124,-0.1873826968295598,0.16572568297610943,-0.17230368346805922,-0.14053919718471442,0.2571954227874766,0.08969809922615894,0.1684496607346688,0.44987031693127305,0.12800001128168656,-0.4585600079584117,-0.30565270683656376,0.2703264733139185,-0.281056298905902,-0.2292430772048167,0.4195290093005293,0.14631269210255698,0.27476973936437765
0train,AIRM,7,A,2.389183789993706,0.9326177574294511,0.5038770976182368,-0.43319125792032026,-1.3896065207646278,0.3582314697752621,-0.37645961246916587,-0.6340332881740941,0.39643289751575916,0.2490100901518361,1.254852708249383,0.39034994349761093,0.2108992618016901,-0.18131349280645398,-0.5816239531611289,0.14993884994348042,-0.15756829342549558,-0.2653765234928889,0.1659281714433545,0.10422391579698942,0.5252223430884272
0train,AIRM,7,B,1.4590592240473659,0.4965678472866464,0.36837051748906985,-0.3402626757716705,-0.7303608259885866,0.2914677822727378,-0.2571808401246059,-0.5233873680493781,0.27979898904619094,0.20174799084887193,0.7438764774846335,0.3403342640946329,0.2524712577925564,-0.2332068980913584,-0.5005696917240946,0.19976418877927316,-0.17626483962124417,-0.3587156432194196,0.19176671134022982,0.13827265372356298,0.5098329562121221
0train,AIRM,7,F,1.811125148154645,0.6449518820365763,0.4518172472756071,-0.36640481544589715,-0.9975121304838886,0.2914716756453008,-0.2965896726980386,-0.5674307713227646,0.305204867188662,0.23136962566345062,0.9429787067700188,0.3561056411224357,0.24946771223179337,-0.20230783931150584,-0.5507693002332023,0.160934033709532,-0.1637598997508448,-0.3133029056003776,0.16851671873676713,0.12774910993820227,0.520659054251894
0train,AIRM,8,A,2.8590183456732525,1.047435169052905,-0.29404161128850204,0.24913373702078578,-1.4363891475134578,0.621236903935158,-0.00015981313280664567,-0.5843602305704633,0.29454536637651707,-0.6655239757518019,1.8994821046179693,0.3663618215804946,-0.10284705298708392,0.08713960769010694,-0.5024064115178706,0.2172902824759128,-5.5897903925136324e-05,-0.2043919135583077,0.10302325160741717,-0.23278058944916696,0.664382621920767
0train,AIRM,8,B,2.3745775767878885,0.4940118608565956,-0.0643666627161926,0.24092964838104514,-0.8752012592614205,0.4794543310285597,0.08822686821714935,-0.7019110229800655,0.3732196807297656,-0.8569688508307856,1.721155275153638,0.2080419968948118,-0.027106573963046485,0.101462108770922,-0.36857134835969974,0.20191142025232198,0.03715476347439219,-0.2955940584301931,0.15717308391104368,-0.3608931791523167,0.7248258772332297
0train,AIRM,8,F,2.479337088759127,0.6979183746947918,-0.14256642917978032,0.26617222486487396,-1.1106114266078557,0.49850308466537213,0.05635402782861241,-0.6187774218674247,0.297969330719158,-0.7439185213677538,1.7488924131746735,0.2814939436267176,-0.057501833787003444,0.10735620665364604,-0.4479469256694341,0.2010630530739432,0.022729473972745193,-0.24957373673505365,0.12018104842221652,-0.30004734924530757,0.705387105732351
0train,AIRM,9,A,3.2786901948615603,0.8491437810425628,0.5589004830528189,-0.13233212902289218,-1.627439005585089,0.6321902767071857,-0.15584056137062047,-1.2971119850019002,0.32794198859314366,-0.17560731754651396,2.192142962433014,0.25898872128063843,0.17046456049087552,-0.040361278790623824,-0.496368643836996,0.19281793616791518,-0.047531347004013194,-0.39561895388431767,0.10002225556629352,-0.05356020456636307,0.6686032629336531
0train,AIRM,9,B,3.079376755672716,1.367915570316361,0.1463115386808826,-0.19723522856652861,-1.8836010618370789,0.3640602269915436,-0.04591724502582368,-0.6152532041871274,0.2524660022337651,-0.11388837080475434,1.8474880359969785,0.444218320410595,0.04751336075111719,-0.06405037259672401,-0.6116825615336536,0.11822529553127434,-0.014911213751690695,-0.1997979633553219,0.08198607129468045,-0.03698422760220987,0.5999551800842827
0train,AIRM,9,F,3.023124110129993,1.037649812065808,0.3948767308897979,-0.13009696320386827,-1.732238204903289,0.4156357552437224,-0.08267522560404883,-0.8999992273586055,0.24423315197653991,-0.13262564709843497,1.9550534324680082,0.34323758280012845,0.13061876274501294,-0.04303394715682849,-0.5729960603002844,0.1374855084020518,-0.02734761213640476,-0.29770502122054987,0.08078833123594056,-0.04387039442212385,0.646699692519055
0train,LE,1,A,3.358523532678494,0.6086167651908856,0.8759282807177142,-0.6910913207944309,-1.045551043543875,1.305107032914947,-0.9725355314252432,-1.7490928155892989,0.5091296848637463,0.9436087468786246,1.308879480089594,0.1812155726375098,0.2608075459930283,-0.205772362191332,-0.3113127043388694,0.38859547066329364,-0.28957234390721254,-0.520792186974602,0.15159330578151542,0.28095939709735385,0.3897187163806277
0train,LE,1,B,3.8415129175165963,0.990140567138369,1.0986640562392562,-0.8768911910816881,-1.6220430838604376,1.0927284212252866,-0.8713557952617288,-1.772659614264868,0.4772389810986102,1.0733291467806452,1.6414589798229073,0.25774755633997976,0.28599775136237315,-0.22826714628062936,-0.42224069492626665,0.2844526218414221,-0.22682620466756878,-0.46144830235552886,0.12423203861231019,0.279402717061411,0.42729492652182804
0train,LE,1,F,3.5340158295787263,0.7693632725992617,0.9995126867283587,-0.7796838621945019,-1.307872799035481,1.1718660526353049,-0.9123842123229723,-1.7443973393268575,0.4751690267883302,1.0200775924137933,1.436977129916971,0.21770227121222996,0.2828263185361866,-0.2206226287015371,-0.3700811943424109,0.3315961526904076,-0.25817207854208546,-0.4936020163596152,0.13445582863871125,0.28864545084264437,0.40661309943489027
0train,LE,2,A,0.6820610922457117,0.17648645429005722,0.059716044559961004,-0.3267701914134526,0.01746460962135334,0.1262739037793933,-0.13153670391332165,-0.10675760794525256,0.45488704868869456,-0.18500053827664806,0.1939548197658875,0.25875461347453343,0.08755233986935641,-0.47909226186403553,0.02560563829238589,0.18513576747741428,-0.1928517920297024,-0.15652206108656505,0.6669300651514396,-0.27123748939779996,0.28436575839164785
0train,LE,2,B,0.47908827814906413,0.07176151597505444,0.018329516685094634,-0.11705626481265265,-0.002759361020817481,0.11110294019585042,-0.1797195164554894,0.004266714925896176,0.33967742873823176,-0.1836006452854859,0.12875940114366388,0.14978766805212143,0.038259163333968206,-0.24433130625715624,-0.005759608712361211,0.23190494375085025,-0.3751281854563998,0.008905905488609398,0.7090080142443896,-0.3832292578620764,0.2687592391972519
0train,LE,2,F,0.5181421533643905,0.08397138192461451,0.05442995741682413,-0.19836291986319723,0.025179495277372288,0.0880757677458506,-0.1468181554408511,-0.03216974723857776,0.37158159335578556,-0.18031465354790802,0.1324445688349997,0.1620624405471996,0.10504830974164252,-0.3828349393601563,0.04859572824538069,0.1699837914633248,-0.28335497215876826,-0.062086720853908116,0.7171421798883554,-0.34800228542899364,0.25561434825368523
0train,LE,3,A,3.8229602818149324,1.438734832176539,0.5113671930445993,-0.5781491296335961,-1.9678963757336436,1.0878119821364156,-0.5837514634746007,-1.4660141880192763,0.3529242255110089,0.6627903669005073,1.9594778826773411,0.376340512618014,0.13376209935454264,-0.15123074450543925,-0.5147572118639417,0.2845470268971725,-0.15269618840964455,-0.3834761755158212,0.09231700030727491,0.17337097904293441,0.5125551243621836
0train,LE,3,B,1.4446514154937542,0.5610504465397412,0.10028050431913237,-0.27075176919182825,-0.6229738857992873,0.5634698494447263,-0.3677386387244756,-0.5294085686677147,0.29368317745130484,0.22315967532384418,0.6570597283651365,0.38836389216286127,0.0694150182138287,-0.1874166780221445,-0.4312278236244047,0.3900386234364662,-0.2545518142165732,-0.36646111511043855,0.20328999390550526,0.1544730257628083,0.45482233382962217
0train,LE,3,F,2.398096868528478,0.8901457348854367,0.2931423294404731,-0.377813716439419,-1.1741847837646042,0.7733023983092618,-0.4569097813318452,-0.9298472876132273,0.2928966313888873,0.4205051092877068,1.1904333312043152,0.3711883980031418,0.12223956975530822,-0.157547312369935,-0.4896319240369587,0.3224650381966331,-0.1905301605319282,-0.38774383963221676,0.12213711432291505,0.17534950935728358,0.4964075249949306
0train,LE,4,A,0.2816798117377942,0.1160760616982902,-0.01890223472760977,-0.05302592832385984,-0.09222817766910855,0.12557399783960294,-0.07883189188347474,-0.07985432421509173,0.09842064784032038,-0.0073299947859927495,0.12686379302510237,0.41208512950278914,-0.06710539392579967,-0.1882489483244181,-0.32742203674489995,0.44580403922058615,-0.2798634783129455,-0.28349324618771504,0.34940611197204535,-0.026022435689555142,0.4503829800312256
0train,LE,4,B,0.5577589778169716,0.3043326263783208,0.05899282258472129,-0.24169788413223128,-0.24768626614933528,0.0995388689652076,-0.11433199934644206,-0.0854300417121542,0.16685707878823078,0.12005833967840135,0.1506547340880893,0.5456346531067178,0.1057675894624143,-0.4333375055265258,-0.444074010460148,0.1784621546654355,-0.20498459709950212,-0.15316659186109602,0.2991562402837465,0.21525129034820925,0.2701072328369165
0train,LE,4,F,0.3344179728219327,0.1712053846858706,0.021785805726001122,-0.10865732113189558,-0.15524946156816674,0.0923012989338083,-0.08247585387185682,-0.0698437006309893,0.09318281903812298,0.05935276853988102,0.11719615627300123,0.5119503094919848,0.06514543923032927,-0.3249147173969393,-0.4642377927780584,0.27600579644370943,-0.24662506376645218,-0.20885151608815872,0.27864177948276714,0.17748079757508892,0.3504481391477263
0train,LE,5,A,0.17148605730597066,0.07613216010631728,-0.018301771015009363,-0.04551217005654246,-0.04385319228356198,0.070394897973375,-0.04508231968188357,-0.0361693287389243,0.07667490381784495,-0.017840199134422897,0.0691993930483119,0.44395539382236743,-0.10672454252274739,-0.2653986613928517,-0.25572453511668164,0.4104992503721412,-0.26289204142962086,-0.21091702326790263,0.4471203374921568,-0.10403294247177115,0.4035278094057771
0train,LE,5,B,0.2929930570345927,0.13977340682406503,0.023993798098266038,-0.06362887354667891,-0.158034372141272,0.05714692788414392,-0.03570841854157988,-0.0691033400183997,0.06249517795457015,0.010955763841985641,0.15286372162555556,0.4770536484335956,0.08189203642266912,-0.21716853699767522,-0.5393792390193513,0.19504533132127008,-0.12187462359343178,-0.23585316566133133,0.2132991770763754,0.03739257152667659,0.5217315494527485
0train,LE,5,F,0.16124245654161284,0.07900879106678449,0.004257001941325898,-0.033312781341678935,-0.08267952447299583,0.040901693143752554,-0.02694484110096608,-0.03515589000827731,0.04012855655514611,0.0035072735239016074,0.08084220375140888,0.48999992161738243,0.026401247119596363,-0.20660055705044222,-0.51276522478221,0.2536657777425811,-0.16710760725734947,-0.21803122305572423,0.24887090792238015,0.021751551043855892,0.5013704546888085
0train,LE,6,A,0.5235340136819908,0.17005035857425585,0.07333159871786334,-0.181998505039127,-0.13182061706085693,0.2079033898264322,-0.1873365975387042,-0.18001479473504003,0.21099957795719138,0.070936637775772,0.17034115668915603,0.32481243649920555,0.14007036181302826,-0.34763453812511597,-0.2517899766125386,0.39711534378493796,-0.3578308049579711,-0.3438454618621705,0.40302935901574183,0.13549575752848964,0.32536788869008615
0train,LE,6,B,0.6273216136044147,0.34337559372629894,0.037935845174276686,-0.3351463375786076,-0.18839592923131487,0.1048278609203333,-0.0850047229487583,-0.10118010485361435,0.25922377529965934,0.05355328180903201,0.16689328864859962,0.5473677078546022,0.06047272141048659,-0.5342496262052098,-0.30031793125832934,0.16710385653384666,-0.13550421523075684,-0.16128904641474368,0.4132230895253743,0.08536814394347074,0.26604103067591983
0train,LE,6,F,0.4846053684852023,0.22141816749135076,0.07308845946898142,-0.23073297619849406,-0.15548805869255325,0.11486856845868744,-0.12700791836021919,-0.10852922851342031,0.19652029935273724,0.07981922193245167,0.1302477010363496,0.4569040747185034,0.15082057323765125,-0.4761255058311217,-0.3208550065769673,0.23703527845295633,-0.26208524836863717,-0.2239538304180679,0.40552645953351235,0.16470973522632157,0.268770652383573
0train,LE,7,A,1.8931848652305998,0.7413235613463697,0.38915597550461467,-0.3073218162601155,-1.1302239938072585,0.25768116443796535,-0.2631150695058147,-0.4904571035150623,0.27059814342058786,0.18775332138755493,1.0132329473140307,0.3915748403450672,0.20555624685770632,-0.16233059005713216,-0.5969961067006477,0.13610987979590594,-0.1389801251521023,-0.25906455968594594,0.14293276287502307,0.09917326344391919,0.5352002152154399
0train,LE,7,B,1.1375258584806844,0.3708346618264241,0.29783182677672965,-0.24626473541708285,-0.5760064995126162,0.22193134079246551,-0.19048101049399546,-0.4212091283470843,0.19389645346811546,0.16253475172042556,0.59020850764481,0.3260010830186512,0.2618242254066411,-0.21649154925234124,-0.5063678291075938,0.1951000402653563,-0.16745202675955687,-0.3702853216098881,0.1704545457340985,0.14288444566659092,0.5188528271639568
0train,LE,7,F,1.4335214395862463,0.5050398738280903,0.35902709344650613,-0.2682766161328766,-0.8049847164205115,0.2156582783626984,-0.21323920324964618,-0.4507747522954202,0.21277436184643672,0.1806074311340117,0.7602472965807092,0.3523071646377739,0.25045115024588066,-0.18714517182966486,-0.5615435487681665,0.1504395207545297,-0.14875201539447702,-0.31445274541936824,0.14842774999434208,0.12598865014962035,0.5303354910409553
0train,LE,8,A,2.446583428162892,0.8607287323571262,-0.18628142937352565,0.21065462850083044,-1.2416274459509546,0.48710345588554577,0.031702239736332384,-0.5342891239549502,0.22613497714501932,-0.5621600198425791,1.6532698115446705,0.35180845355575563,-0.07613941434786958,0.08610155128002656,-0.5074944233082117,0.19909537940887037,0.012957759531681773,-0.21838173094965374,0.0924288845178769,-0.22977349285190646,0.6757463459098508
0train,LE,8,B,1.9639731343350426,0.3681837537228414,-0.0026140338064889724,0.19284693041093198,-0.7109233545647209,0.3777040707673405,0.1051325617904111,-0.6366727474266224,0.27554974399037024,-0.6876656772609588,1.4391474055991007,0.18746883411289644,-0.0013309926499447894,0.09819224460838953,-0.36198221968317484,0.19231631235893798,0.05353054985958687,-0.3241758944132327,0.14030219618236542,-0.3501400631398082,0.7327734684549867
0train,LE,8,F,2.106934087629549,0.5598270116343248,-0.06541506959476004,0.21524941079217522,-0.9415492936334778,0.3968951383161897,0.07775202644937729,-0.5736314443013182,0.22713268143813076,-0.6142155557895247,1.505710559125968,0.26570694115266325,-0.031047515904190748,0.1021623846972575,-0.446881228587833,0.18837567850199105,0.03690292302254878,-0.27225884647710763,0.10780246177215312,-0.2915210112151923,0.7146453075900442
0train,LE,9,A,2.904705561994588,0.6902999058201705,0.5133239983561908,-0.04655405322380513,-1.443001434048141,0.5368332805402737,-0.09959741296592321,-1.1729234914635633,0.21931746649072337,-0.16401026938675936,1.9657110275718501,0.23764883947347798,0.17672152560747126,-0.016027116081203645,-0.4967806213918867,0.18481504203532553,-0.034288299051395826,-0.40380116553298656,0.07550419889722784,-0.05646364696397581,0.6767333162064267
0train,LE,9,B,2.705840135935944,1.1361355409637366,0.1998269652790794,-0.13221624468241297,-1.6743490113216761,0.28852986788026785,-0.03542035436130994,-0.5724494632237616,0.17862260648139905,-0.08497391358870382,1.6488120678332017,0.4198827291660192,0.07385024807090448,-0.048863287570638264,-0.6187908106930798,0.10663226701693743,-0.013090335194195838,-0.21156071107865082,0.06601373233737398,-0.0314038928095475,0.6093530973746464
0train,LE,9,F,2.6926795573791824,0.8600934936731925,0.3989231690542557,-0.07023207599033854,-1.5450469767254036,0.345228955283455,-0.05575989034463927,-0.8313907493953734,0.17043633323412732,-0.11504140764586536,1.761741790671178,0.3194191790538685,0.14815099998104952,-0.026082597091016752,-0.5737953379900936,0.1282101891171449,-0.020707956203637926,-0.30875963206129736,0.06329618122106408,-0.04272376463459936,0.6542708677841721
1test,AIRM,1,A,3.9889978084334645,1.2270103325658475,0.7078769670270808,-1.3067191388214627,-1.1364124816921617,1.6255426643001958,-1.446149220747889,-1.560592228348624,1.0604703746080042,1.2531367733038354,1.0209688092045266,0.30759864795406133,0.1774573466875566,-0.3275808114155444,-0.28488671497627294,0.4075065323083166,-0.3625344736190297,-0.39122413781457815,0.2658488235731736,0.3141482731964598,0.25594619456696954
1test,AIRM,1,B,6.300350540246982,1.4241542109910097,1.9314185586957493,-1.5658702861109535,-2.3796064726790362,1.9791717352394498,-1.8957243775092436,-2.8346656914276287,1.070808753258449,1.9472424020542731,2.310138899085519,0.22604364660242873,0.3065573171457274,-0.24853701014064042,-0.37769429771851276,0.3141367647079941,-0.3008918893320702,-0.4499219009037084,0.1699601865670909,0.3090688985660691,0.3666683122356806
1test,AIRM,1,F,4.8849620080715805,1.2096512958722223,1.3062902562487726,-1.3499564328115974,-1.6670390918018625,1.7326864135481321,-1.6368105535936701,-2.1198683280344692,0.9873701617021382,1.5904147126435875,1.5531548880827868,0.2476275749685415,0.26741052521807684,-0.27634942310319316,-0.34125937705295556,0.3546980325916882,-0.33507129654009904,-0.4339579969161976,0.20212443005097575,0.3255736093782703,0.3179461550604608
1test,AIRM,2,A,0.7034259840279129,0.30928215884130217,0.015613281044643835,-0.17645836482277386,-0.2765459398552694,0.11263465233688683,-0.12883413783844117,-0.04606859613420644,0.3342917956769837,-0.1674674885752309,0.3465403229073363,0.43967974721421355,0.022196053883651076,-0.25085562494059327,-0.39314149055417275,0.16012296232209888,-0.18315237247950292,-0.0654917463674165,0.47523378900902036,-0.23807407229441435,0.4926464628488689
1test,AIRM,2,B,0.518360939686444,0.09940416411388822,0.011571753344390331,-0.06379846670095177,-0.08835200368966023,0.1329292563354717,-0.17476812218333593,-0.024793988306848185,0.3178125933454216,-0.2108882909177729,0.22912683878560855,0.1917663089622796,0.02232373710756461,-0.12307730350890904,-0.17044494853934067,0.2564414988827678,-0.33715526923971734,-0.04783151354314243,0.6131106127280078,-0.4068367710062008,0.4420218061264553
1test,AIRM,2,F,0.5010009689150485,0.14967120820907848,0.01105419267132398,-0.07735605843303518,-0.1453651867843349,0.09578795605577031,-0.1358001323681417,-0.010718686869250708,0.28279274340925004,-0.18677314226887914,0.2424365209361589,0.298744348804757,0.02206421415763443,-0.15440301163599535,-0.290149512283645,0.19119315530108777,-0.2710576242242127,-0.02139454319312545,0.5644554820356074,-0.3727999621903906,0.48390429555689596
1test,AIRM,3,A,3.461708297635653,1.1580208955075941,0.4790386929487065,-0.610478487234537,-1.506249061652446,1.2205888647226848,-0.700498042229328,-1.5047139772917781,0.5055391587373075,0.5960361948668794,1.7076111475165185,0.3345229568587632,0.13838216619115193,-0.17635179938514572,-0.43511726932081896,0.3525972611719905,-0.20235617273349352,-0.4346738222626956,0.14603748070933384,0.17217978628470001,0.49328568460919053
1test,AIRM,3,B,2.7031853844225884,0.8052881364051864,0.21523910052403897,-0.473266236445675,-0.8808222682007336,1.2430117923464514,-0.645818259288199,-1.327304976161881,0.43137751740069796,0.5090245601229714,1.2014470299581168,0.29790340723420244,0.0796242469215684,-0.17507724004906405,-0.32584604566026865,0.45983224069997103,-0.238910088449649,-0.49101514968622795,0.15958118147817746,0.18830545735275242,0.44445602468909134
1test,AIRM,3,F,2.9721428990365735,0.9238628354260254,0.3605676038382312,-0.5162888009440834,-1.1508181545260958,1.1935254055479452,-0.6539308128676052,-1.3945366065333784,0.42748406813815165,0.5656658469522905,1.3998514558050223,0.31084065161385666,0.12131570253742173,-0.173709279291867,-0.38720148849476116,0.4015706667182217,-0.22001997719543645,-0.4692024084661005,0.14383025401528357,0.19032256057932218,0.4709906297771844
1test,AIRM,4,A,1.7484931014188412,0.6421380636793301,0.489708120339366,-0.7348638512628093,-0.6629646276478636,0.37064690198851274,-0.5877589344025409,-0.426123061580551,0.5803631595624991,0.5018653343103636,0.4152289092268873,0.3672522717751974,0.28007437944249536,-0.4202841010161795,-0.37916342198312986,0.21198076314270026,-0.3361517033871023,-0.24370874625399838,0.33192190411935546,0.2870273459489874,0.2374781512663353
1test,AIRM,4,B,1.7811090678545347,0.5117238533322529,0.49623415589128234,-0.6489380008550517,-0.5709829686085232,0.5438950487423819,-0.7027041607721652,-0.5627137495581693,0.5983311409610662,0.5054741472899088,0.4442204399614201,0.287306298400164,0.27860963982909237,-0.3643448975512438,-0.32057720603057194,0.3053687494823324,-0.3945317967633613,-0.3159344701085576,0.33593178079868863,0.28379741387695384,0.24940664666679474
1test,AIRM,4,F,1.6853876045483451,0.5453854590445179,0.5000617169023115,-0.673381427402404,-0.5979718024017409,0.4104648531893508,-0.6160698454943622,-0.4644768336658104,0.5550475757587119,0.504495463496488,0.3945324719095468,0.3235964579143038,0.29670428069649857,-0.3995409872394657,-0.3547977929753358,0.24354329655779586,-0.3655360012330566,-0.27559051248052946,0.32932933306309387,0.29933497916740887,0.23409005195293028
