protocol_version,protocol_sha256,config_sha256,seed,session,generated_at_utc,status,sample_index,subject,run,trial_id,trial_uid,class_label,window_index,symmetry_relative_error,min_eigenvalue,max_eigenvalue,condition_number,has_nan,has_inf,is_spd,required,passed
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,2,1,0,3,S01_0train_T003,right_hand,2,0.0,3.0502779561429607e-13,4.412349354674281e-10,1446.5400917933534,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,2,1,0,3,S01_0train_T003,right_hand,3,0.0,1.8960352111476617e-13,2.3389553526917683e-10,1233.6033312778031,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,2,1,0,3,S01_0train_T003,right_hand,4,0.0,2.405162021908869e-13,3.1527842381183486e-10,1310.8406874045538,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,2,1,0,3,S01_0train_T003,right_hand,5,0.0,2.5315177129377864e-13,3.6690792228636797e-10,1449.3594905981404,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,3,1,0,4,S01_0train_T004,left_hand,1,0.0,4.2214484103819916e-13,5.7276388866625e-10,1356.7947135339305,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,3,1,0,4,S01_0train_T004,left_hand,2,0.0,3.552897856565347e-13,2.9321998155314126e-10,825.2980901528156,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,3,1,0,4,S01_0train_T004,left_hand,3,0.0,3.932525465803436e-13,4.921700475538385e-10,1251.5368351296502,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,3,1,0,4,S01_0train_T004,left_hand,4,0.0,3.3030250560351513e-13,4.453423723959012e-10,1348.2863885097993,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,3,1,0,4,S01_0train_T004,left_hand,5,0.0,2.141954930375615e-13,2.372620886765359e-10,1107.6894537408843,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,4,1,0,5,S01_0train_T005,left_hand,1,0.0,3.8500829054644643e-13,3.1883309339708285e-10,828.1200722835334,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,4,1,0,5,S01_0train_T005,left_hand,2,0.0,2.36790905686987e-13,2.5025277580200257e-10,1056.85129703761,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,4,1,0,5,S01_0train_T005,left_hand,3,0.0,3.329890323062494e-13,2.9744035338507667e-10,893.2436943194012,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,4,1,0,5,S01_0train_T005,left_hand,4,0.0,2.3946194948322445e-13,2.615497378860841e-10,1092.2392407249945,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,4,1,0,5,S01_0train_T005,left_hand,5,0.0,2.4314799900843303e-13,2.1274656099371274e-10,874.9673526465423,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,5,1,0,6,S01_0train_T006,right_hand,1,0.0,3.2105652203339843e-13,3.285085021465831e-10,1023.2108043343516,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,5,1,0,6,S01_0train_T006,right_hand,2,0.0,2.0603078085947697e-13,2.685446314613939e-10,1303.4199566741165,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,5,1,0,6,S01_0train_T006,right_hand,3,0.0,3.9850115057029335e-13,5.815424716123589e-10,1459.3244480727744,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,5,1,0,6,S01_0train_T006,right_hand,4,0.0,3.219609551213059e-13,4.052536810325863e-10,1258.704431659727,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,5,1,0,6,S01_0train_T006,right_hand,5,0.0,1.7916318028582937e-13,1.904381917412496e-10,1062.931521071643,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,6,1,0,7,S01_0train_T007,feet,1,0.0,4.490164706382408e-13,3.0664283684746365e-10,682.9211329633309,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,6,1,0,7,S01_0train_T007,feet,2,0.0,3.0339735612787543e-13,3.3578634942062813e-10,1106.7543689441427,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,6,1,0,7,S01_0train_T007,feet,3,0.0,2.3974901869127053e-13,1.9756470414953566e-10,824.0480200002135,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,6,1,0,7,S01_0train_T007,feet,4,0.0,3.0947114116140653e-13,3.2568006896517705e-10,1052.3762175139834,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,6,1,0,7,S01_0train_T007,feet,5,0.0,3.9206843270088986e-13,3.855800892332959e-10,983.4509924124804,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,7,1,0,8,S01_0train_T008,tongue,1,0.0,3.8486478810844337e-13,4.309289406152249e-10,1119.6891841760335,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,7,1,0,8,S01_0train_T008,tongue,2,0.0,3.593331824438552e-13,3.2546714635842156e-10,905.7531067542723,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,7,1,0,8,S01_0train_T008,tongue,3,0.0,5.455038809746223e-13,3.7465819198209176e-10,686.8112309534997,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,7,1,0,8,S01_0train_T008,tongue,4,0.0,2.5000746986167416e-13,1.6086201001369026e-10,643.4288147577874,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,7,1,0,8,S01_0train_T008,tongue,5,0.0,2.4311693878756663e-13,2.6867585107676413e-10,1105.1301172870174,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,8,1,0,9,S01_0train_T009,right_hand,1,0.0,3.1673717424665814e-13,3.540657592471875e-10,1117.853501374802,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,8,1,0,9,S01_0train_T009,right_hand,2,0.0,2.9872489665055427e-13,4.1075684668394e-10,1375.0338565333566,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,8,1,0,9,S01_0train_T009,right_hand,3,0.0,3.5788637579355997e-13,5.123415606911427e-10,1431.5760401750451,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,8,1,0,9,S01_0train_T009,right_hand,4,0.0,2.2117686643628476e-13,2.810259576794778e-10,1270.593811222269,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,8,1,0,9,S01_0train_T009,right_hand,5,0.0,3.2275834436404376e-13,2.760831292342072e-10,855.3864959810584,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,9,1,0,10,S01_0train_T010,feet,1,0.0,4.035999352515213e-13,4.2409298653263394e-10,1050.775655522198,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,9,1,0,10,S01_0train_T010,feet,2,0.0,3.242899480393534e-13,3.7751803734175947e-10,1164.1373395142878,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,9,1,0,10,S01_0train_T010,feet,3,0.0,2.6051674937284713e-13,2.7663093859762793e-10,1061.8547147681413,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,9,1,0,10,S01_0train_T010,feet,4,0.0,3.118578711827713e-13,3.181743768653947e-10,1020.2544372494658,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,9,1,0,10,S01_0train_T010,feet,5,0.0,2.531892339918544e-13,2.4405143541466624e-10,963.9092135430919,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,10,1,0,11,S01_0train_T011,left_hand,1,0.0,4.581103111332293e-13,5.874118532048063e-10,1282.249796455625,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,10,1,0,11,S01_0train_T011,left_hand,2,0.0,3.985881787460572e-13,5.227748846237855e-10,1311.5664550524675,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,10,1,0,11,S01_0train_T011,left_hand,3,0.0,4.782407838335334e-13,4.149944254851683e-10,867.7520602877316,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,10,1,0,11,S01_0train_T011,left_hand,4,0.0,4.0301098406994436e-13,5.071767769889013e-10,1258.4688681856833,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,10,1,0,11,S01_0train_T011,left_hand,5,0.0,3.4638677864031066e-13,4.833696688911171e-10,1395.4622367184804,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,11,1,0,12,S01_0train_T012,left_hand,1,0.0,3.5620104309856264e-13,5.102401744912785e-10,1432.4499727815014,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,11,1,0,12,S01_0train_T012,left_hand,2,0.0,3.256323613354525e-13,3.8158633132702974e-10,1171.8317238560203,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,11,1,0,12,S01_0train_T012,left_hand,3,0.0,2.440089266566457e-13,2.431214099306139e-10,996.3627694355597,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,11,1,0,12,S01_0train_T012,left_hand,4,0.0,2.4584723631166466e-13,3.0383318866081006e-10,1235.8617213643827,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,11,1,0,12,S01_0train_T012,left_hand,5,0.0,1.973568620734642e-13,2.1575250208405697e-10,1093.210034945454,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,12,1,0,13,S01_0train_T013,left_hand,1,0.0,3.4058945053545733e-13,3.276019005473832e-10,961.8674331584383,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,12,1,0,13,S01_0train_T013,left_hand,2,0.0,3.5572209891120956e-13,3.051563124798692e-10,857.850309030247,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,12,1,0,13,S01_0train_T013,left_hand,3,0.0,3.297102027871789e-13,4.659901764643802e-10,1413.3325948823222,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,12,1,0,13,S01_0train_T013,left_hand,4,0.0,3.414993120021645e-13,3.327162798450023e-10,974.2809667590003,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,12,1,0,13,S01_0train_T013,left_hand,5,0.0,2.5643448226755904e-13,2.812957071102755e-10,1096.9496170050045,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,13,1,0,14,S01_0train_T014,tongue,1,0.0,2.877276829225556e-13,2.4648991051519523e-10,856.6777725782476,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,13,1,0,14,S01_0train_T014,tongue,2,0.0,2.3797324960808517e-13,2.5068618973632995e-10,1053.4217192444173,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,13,1,0,14,S01_0train_T014,tongue,3,0.0,1.9468318451162836e-12,2.3348396243482665e-09,1199.3021534989364,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,13,1,0,14,S01_0train_T014,tongue,4,0.0,4.4767065807358143e-13,2.3701625330845043e-10,529.4433508963485,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,13,1,0,14,S01_0train_T014,tongue,5,0.0,3.9673559750707344e-13,3.644212131571915e-10,918.5493196150472,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,14,1,0,15,S01_0train_T015,right_hand,1,0.0,2.9568549278788287e-13,3.151136555700382e-10,1065.7054987682218,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,14,1,0,15,S01_0train_T015,right_hand,2,0.0,2.5424794557515153e-13,3.3888786815638484e-10,1332.9030737682604,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,14,1,0,15,S01_0train_T015,right_hand,3,0.0,1.9075310760335472e-13,1.7321631060131502e-10,908.0654715282275,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,14,1,0,15,S01_0train_T015,right_hand,4,0.0,3.070713703352598e-13,3.980977054238238e-10,1296.4338062163908,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,14,1,0,15,S01_0train_T015,right_hand,5,0.0,2.663832714841867e-13,3.521830835965365e-10,1322.0915924423698,False,False,True,True,True
0.0,16062edc068a8287bee1abc97d00ab9d6b15f9fcb29f76225e391594474ed75e,b75890b1f4f8215561501c50ca4049b833efccee7bfce8559a548b59587c99db,20260809,0train,2026-08-09T11:07:41.849297Z,PASS,15,1,0,16,S01_0train_T016,right_hand,1,0.0,3.348772017874115e-13,4.4262166001571516e-10,1321.7431872137493,False,False,True,True,True
