subject,session,class,transition,speed
6,0train,left_hand,4,0.5491086492352345
6,0train,right_hand,1,0.911468269164038
6,0train,right_hand,2,0.5883137109552985
6,0train,right_hand,3,0.8031045094147315
6,0train,right_hand,4,0.5530206673932112
6,0train,feet,1,1.5253174019175402
6,0train,feet,2,0.7671999923712538
6,0train,feet,3,0.8640133145786557
6,0train,feet,4,0.488000317648855
6,0train,tongue,1,1.0309847788643332
6,0train,tongue,2,0.6480388223362443
6,0train,tongue,3,0.9658830576553494
6,0train,tongue,4,0.6888358011831351
7,0train,left_hand,1,1.1064102315403872
7,0train,left_hand,2,0.6707563067546991
7,0train,left_hand,3,0.5522203932855863
7,0train,left_hand,4,0.4970317818021912
7,0train,right_hand,1,1.0117162905385175
7,0train,right_hand,2,0.7192111697471663
7,0train,right_hand,3,0.8487950795308452
7,0train,right_hand,4,0.6703481628801519
7,0train,feet,1,0.8690018858800211
7,0train,feet,2,0.6793520646291686
7,0train,feet,3,0.6018145007275435
7,0train,feet,4,0.6178892120312209
7,0train,tongue,1,1.2886417974001914
7,0train,tongue,2,0.706476000308019
7,0train,tongue,3,0.6944743828103136
7,0train,tongue,4,0.6039294701456671
8,0train,left_hand,1,1.5092309984124452
8,0train,left_hand,2,0.7742543298353207
8,0train,left_hand,3,0.6325460685302035
8,0train,left_hand,4,0.755329079898003
8,0train,right_hand,1,1.1736001511587035
8,0train,right_hand,2,0.931583728091109
8,0train,right_hand,3,0.6826270871718566
8,0train,right_hand,4,0.5685080742227464
8,0train,feet,1,0.8445696499383637
8,0train,feet,2,0.8850863079349773
8,0train,feet,3,0.5719471617227498
8,0train,feet,4,0.576494467145251
8,0train,tongue,1,1.3195656579299608
8,0train,tongue,2,0.9220608580535727
8,0train,tongue,3,0.533569708021443
8,0train,tongue,4,0.5814853631759204
9,0train,left_hand,1,3.1209494487930494
9,0train,left_hand,2,0.7955180854477367
9,0train,left_hand,3,2.363032253656375
9,0train,left_hand,4,2.154495759349881
9,0train,right_hand,1,0.9789361696985436
9,0train,right_hand,2,1.1238266480719035
9,0train,right_hand,3,1.1219246512050793
9,0train,right_hand,4,0.6498492714509528
9,0train,feet,1,1.5117136476529438
9,0train,feet,2,1.245206919990999
9,0train,feet,3,0.7855234505511772
9,0train,feet,4,0.7488798518760035
9,0train,tongue,1,2.5139675102027574
9,0train,tongue,2,1.3896868730943004
9,0train,tongue,3,0.888262436128127
9,0train,tongue,4,0.7527493422400697
1,1test,left_hand,1,1.097240379050108
1,1test,left_hand,2,0.6842325121875882
1,1test,left_hand,3,0.5792260406171881
1,1test,left_hand,4,0.5308965652274106
1,1test,right_hand,1,1.1938328117825552
1,1test,right_hand,2,0.5766081551368054
1,1test,right_hand,3,0.5148893807201245
1,1test,right_hand,4,0.47244794289507963
1,1test,feet,1,1.2181426593151818
1,1test,feet,2,0.6682858907311368
1,1test,feet,3,0.5633337282183403
1,1test,feet,4,0.9412467586455092
1,1test,tongue,1,1.8050656830354708
1,1test,tongue,2,0.7559117910933849
1,1test,tongue,3,0.6729709909106404
1,1test,tongue,4,0.5360036449030388
2,1test,left_hand,1,1.2439156072088373
2,1test,left_hand,2,0.43689189512758336
2,1test,left_hand,3,0.4453968072827384
2,1test,left_hand,4,0.5406079550508308
2,1test,right_hand,1,1.3392562960726024
2,1test,right_hand,2,0.6386089794453922
2,1test,right_hand,3,0.49481570426465527
2,1test,right_hand,4,0.6113569062627325
2,1test,feet,1,1.9301938099665628
2,1test,feet,2,0.5474947784776324
2,1test,feet,3,0.5539335324572113
2,1test,feet,4,0.53464596366445
2,1test,tongue,1,1.6181764074633338
2,1test,tongue,2,0.5968376362175578
2,1test,tongue,3,0.45242947289403895
2,1test,tongue,4,0.5158878902399974
3,1test,left_hand,1,1.2165678832722764
3,1test,left_hand,2,0.6057212641052556
3,1test,left_hand,3,0.8330094957584717
3,1test,left_hand,4,0.5185362542268289
3,1test,right_hand,1,1.3569246729515914
3,1test,right_hand,2,0.5125841304178493
3,1test,right_hand,3,0.7734291953397452
3,1test,right_hand,4,0.4611960141132394
3,1test,feet,1,1.8295569688192554
3,1test,feet,2,0.5658127026861887
3,1test,feet,3,0.6061644837615977
3,1test,feet,4,0.6357873154661257
3,1test,tongue,1,2.3097977634355313
3,1test,tongue,2,0.8114861782348542
3,1test,tongue,3,0.6225869189360018
3,1test,tongue,4,0.5171365144805175
4,1test,left_hand,1,0.6940090599434505
4,1test,left_hand,2,0.6892915990177312
4,1test,left_hand,3,0.5918909046762981
4,1test,left_hand,4,0.4555728996141811
4,1test,right_hand,1,1.080574480595843
4,1test,right_hand,2,0.7256549742957303
4,1test,right_hand,3,0.7213891275207519
4,1test,right_hand,4,0.9872416388440337
4,1test,feet,1,2.221940187307311
4,1test,feet,2,0.5666033734898185
4,1test,feet,3,0.5001574287386468
4,1test,feet,4,0.518410080226303
4,1test,tongue,1,2.280175769533676
4,1test,tongue,2,1.06890065426469
4,1test,tongue,3,0.515196456538707
4,1test,tongue,4,0.5727747843037695
5,1test,left_hand,1,0.5860922559772695
5,1test,left_hand,2,0.5176480785538506
5,1test,left_hand,3,0.46962280747044094
5,1test,left_hand,4,0.46230207862654915
5,1test,right_hand,1,0.6875030034213416
5,1test,right_hand,2,0.5249863570410435
5,1test,right_hand,3,0.5930515404006086
5,1test,right_hand,4,0.48166581493213306
5,1test,feet,1,0.7652604263964524
5,1test,feet,2,0.7252486344729591
5,1test,feet,3,0.5569827349896328
5,1test,feet,4,0.4598189984026302
5,1test,tongue,1,0.8912467102292702
5,1test,tongue,2,0.47768020937135736
5,1test,tongue,3,0.46776193826250284
5,1test,tongue,4,0.5264635172836221
6,1test,left_hand,1,0.9370753746752324
6,1test,left_hand,2,0.6288873591612318
6,1test,left_hand,3,0.6360440076958187
6,1test,left_hand,4,0.625513463189201
6,1test,right_hand,1,0.9070583286475736
6,1test,right_hand,2,0.7270867121857263
6,1test,right_hand,3,0.5641243343484226
6,1test,right_hand,4,0.5951780692462861
6,1test,feet,1,1.3569379740030472
6,1test,feet,2,0.6880775596816707
6,1test,feet,3,1.1693143166852444
6,1test,feet,4,0.5330958260257561
6,1test,tongue,1,0.9643778074911921
6,1test,tongue,2,0.821369490835358
6,1test,tongue,3,0.9151074652448765
6,1test,tongue,4,0.7397630236422257
7,1test,left_hand,1,1.0853785600836676
7,1test,left_hand,2,0.677652256761056
7,1test,left_hand,3,0.6906846254844067
7,1test,left_hand,4,0.6519076381878293
7,1test,right_hand,1,1.0502493021056518
7,1test,right_hand,2,0.6406380040204221
7,1test,right_hand,3,0.5753238355752923
7,1test,right_hand,4,0.5225471058549582
7,1test,feet,1,0.8683954532942016
7,1test,feet,2,0.8623820735246012
7,1test,feet,3,0.5830484476824196
7,1test,feet,4,0.51934677223876
7,1test,tongue,1,1.291825598033565
7,1test,tongue,2,0.7657745019025305
7,1test,tongue,3,0.7808265160631433
7,1test,tongue,4,0.5414755438916375
8,1test,left_hand,1,1.1920873413437814
8,1test,left_hand,2,0.8453193664478046
8,1test,left_hand,3,0.7669728903653267
8,1test,left_hand,4,0.6562677175189513
8,1test,right_hand,1,0.7897877300987096
8,1test,right_hand,2,0.8816267469818149
8,1test,right_hand,3,0.832669899427889
8,1test,right_hand,4,0.6066358243780925
8,1test,feet,1,0.6533500527944324
8,1test,feet,2,0.6903190016402034
8,1test,feet,3,0.65277081100619
8,1test,feet,4,0.6986013193437149
8,1test,tongue,1,1.3939100852664021
8,1test,tongue,2,0.8556995783777462
8,1test,tongue,3,0.5323620906833256
8,1test,tongue,4,0.7841733862884346
9,1test,left_hand,1,3.99246641891732
9,1test,left_hand,2,0.6218269592427837
9,1test,left_hand,3,0.7475553109057145
9,1test,left_hand,4,1.63834439694376
9,1test,right_hand,1,1.045124094344564
9,1test,right_hand,2,0.6241245708657627
9,1test,right_hand,3,0.7772591163208101
9,1test,right_hand,4,0.5377109643239018
9,1test,feet,1,1.3975573912586943
9,1test,feet,2,0.9013333069704276
9,1test,feet,3,0.7291774841324271
9,1test,feet,4,0.6752733778290936
9,1test,tongue,1,1.6628687597493164
9,1test,tongue,2,0.9763608195653718
9,1test,tongue,3,0.6623462844651671
9,1test,tongue,4,0.6779995875496264
