half,subject,session,class,transition,v_airm_norm,u_frobenius_norm,z_frobenius_norm,expected_airm_speed,maximum_norm_absolute_error,maximum_edge_transport_relative_error,z_symmetry_relative_error,passed
full,6,0,right_hand,4,0.9677511823135088,0.9677511823135111,0.9677511823135093,0.967751182313511,2.220446049250313e-15,2.064995094656353e-15,0.0,True
full,7,0,left_hand,1,0.8724922866435675,0.8724922866435658,0.8724922866435675,0.8724922866435658,1.6653345369377348e-15,0.0,0.0,True
full,7,0,left_hand,2,0.9851676424751176,0.9851676424751186,0.9851676424751182,0.9851676424751186,9.992007221626409e-16,5.634690872691735e-16,0.0,True
full,7,0,left_hand,3,0.9992936295565318,0.9992936295565339,0.999293629556531,0.9992936295565339,2.886579864025407e-15,1.9998140538653645e-15,0.0,True
full,7,0,left_hand,4,0.8078674525397779,0.8078674525397768,0.8078674525397777,0.8078674525397768,1.1102230246251565e-15,8.24558301836395e-16,0.0,True
full,7,0,right_hand,1,1.2185240643737258,1.218524064373728,1.2185240643737258,1.218524064373728,2.220446049250313e-15,0.0,0.0,True
full,7,0,right_hand,2,0.9675932787971351,0.9675932787971347,0.967593278797134,0.9675932787971346,6.661338147750939e-16,1.1474067141158027e-15,0.0,True
full,7,0,right_hand,3,1.1157302168772396,1.1157302168772385,1.115730216877241,1.1157302168772387,2.220446049250313e-15,1.3930896653722459e-15,0.0,True
full,7,0,right_hand,4,0.899310694993839,0.8993106949938384,0.8993106949938406,0.8993106949938383,2.3314683517128287e-15,1.9752426489406024e-15,0.0,True
full,8,0,left_hand,1,1.5008095337836376,1.5008095337836396,1.5008095337836374,1.5008095337836398,2.4424906541753444e-15,0.0,0.0,True
full,8,0,left_hand,2,1.1554950768826169,1.1554950768826169,1.1554950768826167,1.1554950768826169,2.220446049250313e-16,3.8432808476186717e-16,0.0,True
full,8,0,left_hand,3,0.9694702261427179,0.9694702261427173,0.9694702261427203,0.9694702261427173,2.9976021664879227e-15,1.832296435206609e-15,0.0,True
full,8,0,left_hand,4,0.9267619626390353,0.9267619626390348,0.9267619626390375,0.9267619626390349,2.6645352591003757e-15,1.9167347291012206e-15,0.0,True
full,8,0,right_hand,1,1.4701617011910824,1.4701617011910852,1.4701617011910824,1.4701617011910852,2.886579864025407e-15,0.0,0.0,True
full,8,0,right_hand,2,1.051336687102482,1.0513366871024794,1.0513366871024827,1.0513366871024794,3.3306690738754696e-15,6.336065533972565e-16,0.0,True
full,8,0,right_hand,3,0.9905058863948389,0.9905058863948406,0.9905058863948394,0.9905058863948406,1.6653345369377348e-15,5.604323204307516e-16,0.0,True
full,8,0,right_hand,4,0.9354684702465971,0.9354684702465975,0.9354684702465932,0.9354684702465975,4.3298697960381105e-15,1.4241716016350554e-15,0.0,True
full,9,0,left_hand,1,0.891553914692625,0.891553914692624,0.8915539146926251,0.891553914692624,1.1102230246251565e-15,0.0,0.0,True
full,9,0,left_hand,2,0.9092148653992063,0.9092148653992079,0.9092148653992058,0.9092148653992079,2.1094237467877974e-15,4.884315322485161e-16,0.0,True
full,9,0,left_hand,3,0.9162145436875597,0.9162145436875593,0.9162145436875588,0.9162145436875593,4.440892098500626e-16,6.058750280020421e-16,0.0,True
full,9,0,left_hand,4,1.1510061538806198,1.1510061538806187,1.1510061538806176,1.1510061538806187,1.1102230246251565e-15,1.3503943738570406e-15,0.0,True
full,9,0,right_hand,1,0.8094178536872463,0.8094178536872475,0.8094178536872462,0.8094178536872474,1.2212453270876722e-15,0.0,0.0,True
full,9,0,right_hand,2,0.9629215086712704,0.9629215086712709,0.9629215086712694,0.962921508671271,1.6653345369377348e-15,1.0376761897669437e-15,0.0,True
full,9,0,right_hand,3,0.8464925342150551,0.8464925342150541,0.8464925342150534,0.8464925342150541,9.992007221626409e-16,1.5738681390564042e-15,0.0,True
full,9,0,right_hand,4,0.819377886576382,0.8193778865763841,0.8193778865763779,0.8193778865763841,6.217248937900877e-15,3.2519003780217212e-15,0.0,True
full,10,0,left_hand,1,1.2585508452022236,1.258550845202222,1.2585508452022236,1.258550845202222,1.5543122344752192e-15,0.0,0.0,True
full,10,0,left_hand,2,1.6154911973041668,1.6154911973041686,1.6154911973041655,1.6154911973041686,3.1086244689504383e-15,8.246826920340976e-16,0.0,True
full,10,0,left_hand,3,0.8226729225631477,0.822672922563148,0.8226729225631448,0.8226729225631481,3.219646771412954e-15,1.7543909522583322e-15,0.0,True
full,10,0,left_hand,4,0.7777213858150838,0.7777213858150833,0.7777213858150828,0.7777213858150833,5.551115123125783e-16,1.9985463468337505e-15,0.0,True
full,10,0,right_hand,1,1.8106931852696853,1.8106931852696826,1.8106931852696853,1.8106931852696826,2.6645352591003757e-15,0.0,0.0,True
full,10,0,right_hand,2,1.5129817076506886,1.512981707650691,1.5129817076506886,1.512981707650691,2.4424906541753444e-15,0.0,0.0,True
full,10,0,right_hand,3,0.9325397604261215,0.9325397604261227,0.9325397604261187,0.9325397604261229,4.107825191113079e-15,2.619181248700061e-15,0.0,True
full,10,0,right_hand,4,0.7201611246549458,0.7201611246549454,0.7201611246549446,0.7201611246549454,7.771561172376096e-16,1.0791420011875432e-15,0.0,True
full,11,0,left_hand,1,1.0180094555392567,1.0180094555392587,1.0180094555392567,1.018009455539259,2.220446049250313e-15,0.0,0.0,True
full,11,0,left_hand,2,0.8400855430956097,0.8400855430956096,0.8400855430956091,0.8400855430956096,4.440892098500626e-16,6.607797466280185e-16,0.0,True
full,11,0,left_hand,3,0.9328359435848634,0.9328359435848618,0.9328359435848647,0.9328359435848617,2.9976021664879227e-15,1.1901589258649254e-15,0.0,True
full,11,0,left_hand,4,0.8851461499062653,0.8851461499062643,0.8851461499062657,0.8851461499062643,1.4432899320127035e-15,2.508564319559483e-15,0.0,True
full,11,0,right_hand,1,0.9179178150923769,0.9179178150923762,0.917917815092377,0.9179178150923762,7.771561172376096e-16,0.0,0.0,True
full,11,0,right_hand,2,0.8313663481485937,0.8313663481485949,0.8313663481485918,0.831366348148595,3.219646771412954e-15,2.136671568865035e-15,0.0,True
full,11,0,right_hand,3,0.8245221051652979,0.824522105165297,0.8245221051652973,0.824522105165297,8.881784197001252e-16,1.6158058361371612e-15,0.0,True
full,11,0,right_hand,4,0.7423346131029365,0.7423346131029364,0.742334613102937,0.7423346131029364,6.661338147750939e-16,5.982331983602148e-16,0.0,True
full,12,0,left_hand,1,1.0217331202505355,1.0217331202505344,1.0217331202505355,1.0217331202505342,1.3322676295501878e-15,0.0,0.0,True
full,12,0,left_hand,2,1.1532862778957853,1.1532862778957846,1.153286277895786,1.1532862778957844,1.5543122344752192e-15,5.775962374151195e-16,0.0,True
full,12,0,left_hand,3,1.142747986837933,1.1427479868379304,1.1427479868379358,1.1427479868379307,5.10702591327572e-15,1.9430758792185185e-15,0.0,True
full,12,0,left_hand,4,0.7720887573864176,0.7720887573864166,0.7720887573864222,0.7720887573864166,5.662137425588298e-15,3.882457991792336e-15,0.0,True
full,12,0,right_hand,1,0.8891123770493085,0.889112377049308,0.8891123770493085,0.889112377049308,4.440892098500626e-16,0.0,0.0,True
full,12,0,right_hand,2,1.0404495043611737,1.0404495043611721,1.0404495043611768,1.0404495043611721,4.6629367034256575e-15,2.987770627906729e-15,0.0,True
full,12,0,right_hand,3,0.8634440535208713,0.8634440535208728,0.8634440535208732,0.863444053520873,1.6653345369377348e-15,3.857423142002047e-15,0.0,True
full,12,0,right_hand,4,0.7054449744982368,0.705444974498237,0.705444974498236,0.705444974498237,9.992007221626409e-16,2.83282398566478e-15,0.0,True
full,13,0,left_hand,1,1.324988933680083,1.3249889336800826,1.324988933680083,1.3249889336800824,6.661338147750939e-16,0.0,0.0,True
full,13,0,left_hand,2,0.8425893925242042,0.8425893925242035,0.8425893925242054,0.8425893925242035,1.887379141862766e-15,1.3176323301426594e-15,0.0,True
full,13,0,left_hand,3,0.8009224192060629,0.8009224192060632,0.8009224192060643,0.8009224192060632,1.1102230246251565e-15,1.5247985295482978e-15,0.0,True
full,13,0,left_hand,4,1.1493594997836594,1.149359499783661,1.1493594997836596,1.1493594997836611,1.7763568394002505e-15,2.511468226058722e-15,0.0,True
full,13,0,right_hand,1,0.7819166597964767,0.7819166597964763,0.7819166597964766,0.7819166597964763,4.440892098500626e-16,0.0,0.0,True
full,13,0,right_hand,2,0.7805919947933487,0.7805919947933488,0.7805919947933513,0.780591994793349,2.3314683517128287e-15,3.271251785401489e-15,0.0,True
full,13,0,right_hand,3,0.8236502712950695,0.8236502712950714,0.8236502712950691,0.8236502712950714,2.3314683517128287e-15,2.4262742500929285e-15,0.0,True
full,13,0,right_hand,4,0.956076778814539,0.9560767788145371,0.9560767788145392,0.9560767788145371,2.1094237467877974e-15,2.4385785779711832e-15,0.0,True
full,14,0,left_hand,1,1.151324419570367,1.1513244195703656,1.151324419570367,1.1513244195703656,1.3322676295501878e-15,0.0,0.0,True
full,14,0,left_hand,2,0.8348250328663437,0.834825032866343,0.8348250328663449,0.8348250328663429,1.9984014443252818e-15,1.4628757871509501e-15,0.0,True
full,14,0,left_hand,3,0.7842318670148906,0.7842318670148896,0.784231867014892,0.7842318670148896,2.4424906541753444e-15,1.1325456884083229e-15,0.0,True
full,14,0,left_hand,4,1.3071804402885139,1.3071804402885137,1.307180440288514,1.3071804402885137,4.440892098500626e-16,1.1890571389915823e-15,0.0,True
full,14,0,right_hand,1,0.8597886492464385,0.859788649246438,0.8597886492464384,0.8597886492464382,3.3306690738754696e-16,0.0,0.0,True
full,14,0,right_hand,2,1.0615931621882124,1.061593162188212,1.061593162188214,1.0615931621882122,1.7763568394002505e-15,1.4641317312852558e-15,0.0,True
full,14,0,right_hand,3,0.8699697955135848,0.8699697955135823,0.8699697955135903,0.8699697955135823,7.993605777301127e-15,3.700871901549435e-15,0.0,True
full,14,0,right_hand,4,0.8814766817613331,0.8814766817613332,0.881476681761339,0.8814766817613332,5.773159728050814e-15,3.022808560036089e-15,0.0,True
full,15,0,left_hand,1,0.9193127745455951,0.9193127745455926,0.919312774545595,0.9193127745455925,2.6645352591003757e-15,0.0,0.0,True
full,15,0,left_hand,2,1.1298690962430584,1.1298690962430595,1.1298690962430564,1.1298690962430598,3.3306690738754696e-15,1.7687017469281981e-15,0.0,True
full,15,0,left_hand,3,0.8551172904876275,0.8551172904876292,0.8551172904876233,0.8551172904876293,5.995204332975845e-15,3.1159880506929456e-15,0.0,True
full,15,0,left_hand,4,0.8587084223301948,0.8587084223301948,0.8587084223301914,0.858708422330195,3.552713678800501e-15,3.102956940692255e-15,0.0,True
full,15,0,right_hand,1,1.9384697996749702,1.9384697996749705,1.9384697996749702,1.9384697996749707,4.440892098500626e-16,0.0,0.0,True
full,15,0,right_hand,2,1.0351541500694539,1.0351541500694563,1.0351541500694506,1.0351541500694563,5.773159728050814e-15,3.003054635622979e-15,0.0,True
full,15,0,right_hand,3,0.8090832246014846,0.8090832246014829,0.809083224601481,0.8090832246014829,1.887379141862766e-15,3.567716863054724e-15,0.0,True
full,15,0,right_hand,4,0.8626890803494119,0.8626890803494087,0.8626890803494137,0.8626890803494087,4.9960036108132044e-15,4.761652007290137e-15,0.0,True
full,16,0,left_hand,1,1.1065180106724717,1.1065180106724686,1.1065180106724717,1.1065180106724686,3.1086244689504383e-15,0.0,0.0,True
full,16,0,left_hand,2,0.8398385237331443,0.8398385237331433,0.8398385237331472,0.8398385237331433,3.885780586188048e-15,3.4370653196454198e-15,0.0,True
full,16,0,left_hand,3,1.2030687970017415,1.203068797001743,1.2030687970017437,1.203068797001743,1.5543122344752192e-15,3.1376080014151187e-15,0.0,True
full,16,0,left_hand,4,1.5813192484841154,1.581319248484112,1.5813192484841214,1.5813192484841119,9.547918011776346e-15,3.370015588761906e-15,0.0,True
full,16,0,right_hand,1,0.8717243792245225,0.8717243792245226,0.8717243792245225,0.8717243792245226,1.1102230246251565e-16,0.0,0.0,True
full,16,0,right_hand,2,0.9847781074354678,0.9847781074354691,0.9847781074354672,0.9847781074354691,1.887379141862766e-15,5.636919709336193e-16,0.0,True
full,16,0,right_hand,3,0.8785908850432278,0.8785908850432261,0.8785908850432316,0.8785908850432261,5.440092820663267e-15,2.5272809985287505e-15,0.0,True
full,16,0,right_hand,4,0.9979516857365642,0.997951685736565,0.9979516857365645,0.9979516857365651,8.881784197001252e-16,1.0012516000964063e-15,0.0,True
full,17,0,left_hand,1,0.8578754830545708,0.8578754830545696,0.8578754830545708,0.8578754830545695,1.3322676295501878e-15,0.0,0.0,True
full,17,0,left_hand,2,1.0399270308271578,1.0399270308271582,1.0399270308271593,1.0399270308271582,1.1102230246251565e-15,1.494635862324799e-15,0.0,True
full,17,0,left_hand,3,0.7791116867132369,0.7791116867132369,0.7791116867132384,0.7791116867132369,1.4432899320127035e-15,1.5674842874448712e-15,0.0,True
full,17,0,left_hand,4,0.7881090601964504,0.7881090601964523,0.7881090601964504,0.7881090601964523,1.887379141862766e-15,1.6904609994181465e-15,0.0,True
full,17,0,right_hand,1,0.8881271495836303,0.8881271495836282,0.8881271495836301,0.8881271495836282,2.1094237467877974e-15,0.0,0.0,True
full,17,0,right_hand,2,0.8356431733341015,0.835643173334103,0.8356431733341024,0.835643173334103,1.4432899320127035e-15,1.0628680375098553e-15,0.0,True
full,17,0,right_hand,3,0.9157979316043701,0.9157979316043687,0.9157979316043731,0.9157979316043687,4.3298697960381105e-15,1.697221822451864e-15,0.0,True
full,17,0,right_hand,4,1.0200996818671093,1.0200996818671098,1.0200996818671146,1.0200996818671098,4.884981308350689e-15,2.612034202602052e-15,0.0,True
full,18,0,left_hand,1,0.9822227598278036,0.9822227598278052,0.9822227598278036,0.9822227598278052,1.5543122344752192e-15,0.0,0.0,True
full,18,0,left_hand,2,0.9721525156755073,0.9721525156755069,0.9721525156755076,0.9721525156755069,7.771561172376096e-16,4.568102254423358e-16,0.0,True
full,18,0,left_hand,3,1.0835399844889657,1.083539984488963,1.0835399844889673,1.0835399844889633,3.9968028886505635e-15,1.4344761215325926e-15,0.0,True
full,18,0,left_hand,4,0.8569931934129184,0.8569931934129181,0.856993193412923,0.8569931934129182,4.773959005888173e-15,4.0160078315577565e-15,0.0,True
full,18,0,right_hand,1,0.9564483736794853,0.9564483736794864,0.9564483736794853,0.9564483736794864,1.1102230246251565e-15,0.0,0.0,True
full,18,0,right_hand,2,1.001501648222387,1.0015016482223864,1.0015016482223864,1.0015016482223864,6.661338147750939e-16,6.651350159607291e-16,0.0,True
full,18,0,right_hand,3,0.9807230395151838,0.9807230395151861,0.9807230395151803,0.980723039515186,5.773159728050814e-15,2.264090838885544e-15,0.0,True
full,18,0,right_hand,4,0.7836186408221881,0.7836186408221895,0.7836186408221824,0.7836186408221895,7.105427357601002e-15,2.6919009284599822e-15,0.0,True
full,19,0,left_hand,1,0.8286034976273314,0.8286034976273328,0.8286034976273314,0.8286034976273328,1.3322676295501878e-15,0.0,0.0,True
full,19,0,left_hand,2,0.8173442968107136,0.8173442968107115,0.8173442968107157,0.8173442968107115,4.218847493575595e-15,2.5808264094076223e-15,0.0,True
full,19,0,left_hand,3,1.1146736535667798,1.1146736535667796,1.1146736535667858,1.1146736535667796,6.217248937900877e-15,3.3864246020769227e-15,0.0,True
full,19,0,left_hand,4,1.6308532909687377,1.6308532909687399,1.6308532909687445,1.6308532909687399,4.6629367034256575e-15,2.450743368998213e-15,0.0,True
full,19,0,right_hand,1,1.0784933015862674,1.078493301586266,1.0784933015862674,1.0784933015862659,1.5543122344752192e-15,0.0,0.0,True
full,19,0,right_hand,2,0.9976801714795498,0.9976801714795523,0.9976801714795471,0.9976801714795523,5.218048215738236e-15,2.5594504427716807e-15,0.0,True
full,19,0,right_hand,3,1.382218989087356,1.3822189890873566,1.3822189890873482,1.3822189890873566,8.43769498715119e-15,3.8554458882954585e-15,0.0,True
full,19,0,right_hand,4,0.9809191629514826,0.980919162951482,0.980919162951476,0.980919162951482,5.995204332975845e-15,4.074548688216676e-15,0.0,True
full,20,0,left_hand,1,0.8895760660820978,0.889576066082095,0.8895760660820978,0.8895760660820949,2.886579864025407e-15,0.0,0.0,True
full,20,0,left_hand,2,1.0924585437143097,1.0924585437143086,1.092458543714311,1.0924585437143086,2.4424906541753444e-15,1.2195132137651067e-15,0.0,True
full,20,0,left_hand,3,0.9874535483991267,0.9874535483991278,0.9874535483991268,0.9874535483991278,1.1102230246251565e-15,1.12432936863214e-16,0.0,True
full,20,0,left_hand,4,0.8174187281377703,0.8174187281377702,0.81741872813777,0.8174187281377702,2.220446049250313e-16,1.3582060043503637e-15,0.0,True
full,20,0,right_hand,1,0.9853932468058715,0.9853932468058706,0.9853932468058714,0.9853932468058707,7.771561172376096e-16,0.0,0.0,True
full,20,0,right_hand,2,1.1102354984829033,1.110235498482902,1.1102354984829053,1.110235498482902,3.3306690738754696e-15,1.799979776413222e-15,0.0,True
full,20,0,right_hand,3,0.8250917055207257,0.8250917055207267,0.8250917055207253,0.8250917055207267,1.4432899320127035e-15,2.4220355518712497e-15,0.0,True
full,20,0,right_hand,4,1.1381930043798907,1.1381930043798878,1.1381930043798931,1.1381930043798878,5.329070518200751e-15,1.7557667606769779e-15,0.0,True
full,21,0,left_hand,1,1.0863713997759747,1.0863713997759774,1.0863713997759747,1.0863713997759774,2.6645352591003757e-15,0.0,0.0,True
full,21,0,left_hand,2,0.9039868466482037,0.9039868466482023,0.9039868466482037,0.9039868466482024,1.3322676295501878e-15,0.0,0.0,True
full,21,0,left_hand,3,0.9469872390283531,0.9469872390283507,0.9469872390283555,0.9469872390283507,4.773959005888173e-15,2.8136971115199907e-15,0.0,True
full,21,0,left_hand,4,0.8374322167273806,0.8374322167273806,0.8374322167273842,0.8374322167273807,3.552713678800501e-15,3.844665522894572e-15,0.0,True
full,21,0,right_hand,1,1.0426693466473729,1.042669346647374,1.0426693466473729,1.042669346647374,1.1102230246251565e-15,0.0,0.0,True
full,21,0,right_hand,2,1.0765303670639068,1.0765303670639064,1.0765303670639057,1.0765303670639064,6.661338147750939e-16,8.250379616531521e-16,0.0,True
full,21,0,right_hand,3,1.0591021690673572,1.0591021690673565,1.0591021690673572,1.0591021690673565,6.661338147750939e-16,1.6772289692924555e-15,0.0,True
full,21,0,right_hand,4,0.895385800660995,0.8953858006609944,0.8953858006609943,0.8953858006609945,5.551115123125783e-16,1.11594434647613e-15,0.0,True
full,22,0,left_hand,1,0.9802423034925336,0.980242303492531,0.9802423034925336,0.9802423034925309,2.6645352591003757e-15,0.0,0.0,True
full,22,0,left_hand,2,0.8751914254509687,0.8751914254509687,0.875191425450968,0.8751914254509687,7.771561172376096e-16,8.879841536806151e-16,0.0,True
full,22,0,left_hand,3,0.9496693266889837,0.9496693266889839,0.9496693266889823,0.949669326688984,1.6653345369377348e-15,1.0521564654997848e-15,0.0,True
full,22,0,left_hand,4,0.8360921378443199,0.8360921378443184,0.8360921378443192,0.8360921378443185,1.4432899320127035e-15,1.3278716236796838e-15,0.0,True
full,22,0,right_hand,1,1.3563500679324305,1.3563500679324296,1.3563500679324303,1.3563500679324296,8.881784197001252e-16,0.0,0.0,True
full,22,0,right_hand,2,0.9296811127848444,0.9296811127848423,0.9296811127848461,0.9296811127848423,3.774758283725532e-15,1.7912965145104968e-15,0.0,True
full,22,0,right_hand,3,1.04315686604784,1.043156866047842,1.0431568660478425,1.043156866047842,1.9984014443252818e-15,1.702866459701547e-15,0.0,True
full,22,0,right_hand,4,1.0117505818108081,1.0117505818108068,1.0117505818108108,1.0117505818108066,4.218847493575595e-15,1.5362602823448287e-15,0.0,True
full,23,0,left_hand,1,0.848094329791256,0.8480943297912577,0.8480943297912559,0.8480943297912578,1.887379141862766e-15,0.0,0.0,True
full,23,0,left_hand,2,0.8487530957695261,0.8487530957695287,0.8487530957695237,0.8487530957695287,4.9960036108132044e-15,2.7469335467919465e-15,0.0,True
full,23,0,left_hand,3,1.0050683803518579,1.0050683803518559,1.005068380351856,1.005068380351856,1.7763568394002505e-15,3.313873104543845e-15,0.0,True
full,23,0,left_hand,4,1.7210206481249115,1.7210206481249126,1.7210206481248982,1.7210206481249128,1.4654943925052066e-14,4.128612498253589e-15,0.0,True
full,23,0,right_hand,1,1.8879832064563868,1.8879832064563862,1.8879832064563866,1.8879832064563864,4.440892098500626e-16,0.0,0.0,True
full,23,0,right_hand,2,1.1754491097592144,1.1754491097592137,1.1754491097592132,1.175449109759214,6.661338147750939e-16,9.44509647765679e-16,0.0,True
full,23,0,right_hand,3,0.8903419557826922,0.8903419557826916,0.8903419557826929,0.8903419557826916,1.3322676295501878e-15,9.97569994238151e-16,0.0,True
