protocol_version,protocol_sha256,config_sha256,code_commit,phase,session,status,geometry,object,stage,subject,influence,subject_score,subject_effect,discovery_subject_effect,confirmatory_subject_effect,discovery_confirmatory_effect_delta,airm_minus_le_subject_effect_delta,row_type,observed_median,ci_low,ci_high,replicates,discovery_confirmatory_effect_delta_median,discovery_confirmatory_effect_delta_ci_low,discovery_confirmatory_effect_delta_ci_high,airm_minus_le_effect_delta_median,airm_minus_le_effect_delta_ci_low,airm_minus_le_effect_delta_ci_high
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,3.0,-0.0006778166756660209,0.988296578177734,0.02075913560846132,0.017650397805397122,0.02075913560846132,0.0031087378030641988,-0.005555437992847079,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,4.0,0.0005448144946182953,0.9679464229942034,0.029745011722986492,0.005200963336146391,0.029745011722986492,0.0245440483868401,-0.0038967867542069046,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,5.0,-0.0006778166756660209,0.9922719646590601,0.008032289155244565,0.00819685122958247,0.008032289155244565,-0.00016456207433790393,6.13772820178271e-05,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,6.0,0.0012226311702843162,0.9576635158801632,-0.015687985816350336,-3.954458708466113e-05,-0.015687985816350336,-0.015648441229265675,0.0010916478622808867,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,7.0,-0.0006778166756660209,0.9953462486365388,0.03154951647778881,0.036488481856745913,0.03154951647778881,-0.004938965378957105,-0.006650568165877835,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,8.0,-0.0006778166756660209,0.970391685334772,0.0071701830509123266,0.010076064237501625,0.0071701830509123266,-0.0029058811865892986,-0.0015198607607166403,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,9.0,0.0012226311702843162,0.9589495536980907,0.017586881533445342,0.028557860346710595,0.017586881533445342,-0.010970978813265253,-0.0043377198689443786,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,1.0,0.004602718261172867,0.962210182595808,0.14180147161989742,0.13455652965191423,0.14180147161989742,0.007244941967983198,-0.027333405267888966,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,2.0,0.004602718261172867,0.8945927194700772,0.09105241228407712,0.006980327251912444,0.09105241228407712,0.08407208503216468,0.0218980093965484,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,3.0,-0.005406876816349437,0.9822293727508526,0.10832418384553166,0.12589324275145963,0.10832418384553166,-0.01756905890592797,-0.017139623451046693,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,4.0,-0.005406876816349437,0.9847688218769912,0.08328877860502848,-0.06426714364849329,0.08328877860502848,0.14755592225352177,-0.03636221698189601,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,5.0,0.004602718261172867,0.9387504052696184,0.00538711013551707,-0.0412839910815328,0.00538711013551707,0.04667110121704987,-0.006685293104474299,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,6.0,0.004602718261172867,0.8646922710200485,-0.04429840642952099,-0.03743819063138143,-0.04429840642952099,-0.006860215798139557,-0.0017164086566474612,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,7.0,-0.0008041585551765706,0.9730239362285069,0.05809208206640992,0.06527336037330755,0.05809208206640992,-0.007181278306897632,-0.022161002464612167,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,8.0,-0.005406876816349437,0.9984944174758994,0.10677789862053255,0.0630513868089182,0.10677789862053255,0.043726511811614355,-0.031145917069645312,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,9.0,-0.005406876816349437,0.9993799390504476,0.18669852783706864,0.0673188500673011,0.18669852783706864,0.11937967776976754,-0.04572906406759991,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,1.0,-0.007916085848147736,0.8539307749567935,0.20956966189328596,0.22401975485427628,0.20956966189328596,-0.014450092960990313,-0.015824118982120106,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,2.0,0.00445390986600569,0.7686541997584051,-0.08702179507710484,-0.1520481971598462,-0.08702179507710484,0.06502640208274135,-0.0030700251910933396,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,3.0,-0.012369995714153426,0.9349501273085833,0.18851311074722366,0.1681494044351468,0.18851311074722366,0.020363706312076846,-0.028333058252043797,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,4.0,-0.012369995714153426,0.862838594688805,0.21955370645411398,0.08212042665360075,0.21955370645411398,0.13743327980051323,-0.012287336729391196,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,5.0,-0.012369995714153426,0.9297552115745108,0.05027212874121856,0.0826406512556409,0.05027212874121856,-0.03236852251442235,0.003366156433088685,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,6.0,0.00445390986600569,0.7283172721063047,-0.0798032525246235,0.05392974459002409,-0.0798032525246235,-0.1337329971146476,-0.005197822726896062,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,7.0,-0.012369995714153426,0.9728670323527118,0.23050185202752882,0.25360487497065165,0.23050185202752882,-0.02310302294312283,-0.02282873671183072,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,8.0,0.00445390986600569,0.8278400844106028,0.05878286936895627,0.034442670745756354,0.05878286936895627,0.024340198623199916,-0.011001699035244061,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,9.0,0.00445390986600569,0.8291907835284866,0.16047054075000866,0.18492398370306218,0.16047054075000866,-0.024453442953053517,-0.021315251416799907,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,1.0,0.0,0.8260869565217391,0.34782608695652173,0.4347826086956521,0.34782608695652173,-0.08695652173913038,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,2.0,0.0,0.6086956521739131,0.13043478260869568,-0.17391304347826086,0.13043478260869568,0.30434782608695654,-0.08695652173913038,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,3.0,-0.04347826086956519,0.9130434782608695,0.3913043478260869,0.4347826086956522,0.3913043478260869,-0.0434782608695653,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,4.0,0.0,0.782608695652174,0.30434782608695654,0.3913043478260869,0.30434782608695654,-0.08695652173913038,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,5.0,-0.04347826086956519,0.9565217391304348,0.4347826086956522,0.4782608695652174,0.4347826086956522,-0.04347826086956519,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,6.0,0.0,0.5652173913043478,0.08695652173913038,0.17391304347826086,0.08695652173913038,-0.08695652173913049,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,7.0,-0.04347826086956519,1.0,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.0,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,8.0,-0.04347826086956519,0.9565217391304348,0.4782608695652174,0.3913043478260869,0.4782608695652174,0.08695652173913049,0.0434782608695653,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,9.0,-0.04347826086956519,0.9130434782608695,0.4347826086956521,0.5217391304347826,0.4347826086956521,-0.08695652173913049,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,1.0,0.0,0.8695652173913043,0.3913043478260869,0.4347826086956521,0.3913043478260869,-0.04347826086956519,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,2.0,0.0,0.6086956521739131,0.13043478260869568,-0.17391304347826086,0.13043478260869568,0.30434782608695654,-0.13043478260869557,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,3.0,-0.021739130434782594,0.9130434782608695,0.3913043478260869,0.4782608695652174,0.3913043478260869,-0.08695652173913049,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,4.0,0.0,0.782608695652174,0.30434782608695654,0.3913043478260869,0.30434782608695654,-0.08695652173913038,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,5.0,-0.021739130434782594,0.9565217391304348,0.4347826086956522,0.4782608695652174,0.4347826086956522,-0.04347826086956519,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,6.0,0.0,0.5652173913043478,0.04347826086956519,0.17391304347826086,0.04347826086956519,-0.13043478260869568,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,7.0,-0.021739130434782594,1.0,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.0,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,8.0,-0.021739130434782594,0.9130434782608695,0.4347826086956521,0.4347826086956521,0.4347826086956521,0.0,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,9.0,-0.021739130434782594,0.9565217391304348,0.4782608695652174,0.5217391304347826,0.4782608695652174,-0.04347826086956519,0.0,subject,,,,,,,,,,
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,D,R,,,,,,,,,bootstrap,0.9922532832994543,0.9812945948753803,0.9957099384055439,20000.0,,,,-0.002482255822590651,-0.004917759783413356,-0.00017282251500982948
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,D,S,,,,,,,,,bootstrap,0.9795198721014751,0.9557482277326371,0.9914799054941912,20000.0,,,,-0.0032795377599855735,-0.00637115284340084,0.0014187712438724631
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,D,P,,,,,,,,,bootstrap,0.9130434782608695,0.6956521739130435,1.0,20000.0,,,,0.0,-0.13043478260869568,0.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,R,,,,,,,,,bootstrap,0.9432225992969152,0.8717025742921622,0.9811496338095886,20000.0,,,,-0.01682365543440212,-0.03945949987467534,-0.0007367475449832073
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,S,,,,,,,,,bootstrap,0.8734748135498402,0.7715927673154668,0.9529853533680025,20000.0,,,,-0.00529944051466158,-0.03754042055366558,0.008442281851344213
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,discovery,0train,PASS,AIRM,G,P,,,,,,,,,bootstrap,0.9130434782608695,0.6956521739130435,1.0,20000.0,,,,0.0,-0.13043478260869568,0.0
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,R,,,,,,,,,bootstrap,0.9957063448666952,0.9832038731808237,0.9996158857771025,20000.0,0.006355117846075564,-0.0016817220825445789,0.015524024126649771,-0.0032166569562194214,-0.005340280359024563,0.0016263769205439038
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,S,,,,,,,,,bootstrap,0.9679464229942034,0.9576635158801632,0.9922719646590601,20000.0,0.007510817295943717,-0.012318428151573468,0.021548160493404023,-0.0043377198689443786,-0.005555437992847079,0.0006483363940684717
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,R,,,,,,,,,bootstrap,0.9730239362285069,0.8945927194700772,0.9984944174758994,20000.0,0.028001025475158925,-0.01756905890592797,0.12072696923640991,-0.02859858330284737,-0.03636221698189601,0.0218980093965484
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,S,,,,,,,,,bootstrap,0.8539307749567935,0.7686541997584051,0.9349501273085833,20000.0,0.07782988949436775,-0.11424592327037986,0.1274492352396852,-0.021315251416799907,-0.028333058252043797,0.003366156433088685
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,D,P,,,,,,,,,bootstrap,0.9130434782608695,0.6086956521739131,0.9565217391304348,20000.0,-0.04347826086956519,-0.08695652173913038,0.0434782608695653,0.0,-0.08695652173913038,0.0434782608695653
1.0,ff7143dca8408a73233321fc7219358e48f2336bad0cb63f4e76f8988e77ecce,ca0178be9c5fd168509f48974d2b3e1bbc91b2ba4e8e9e320299fd98dcf765e8,0c9085a7366142fd489e5640b36c75720ff4acbc,confirmatory,1test,PASS,AIRM,G,P,,,,,,,,,bootstrap,0.9130434782608695,0.6086956521739131,0.9565217391304348,20000.0,-0.04347826086956519,-0.08695652173913049,0.0,0.0,-0.13043478260869557,0.0
