tsne1,tsne2,covariance_index,sample_index,subject,session,run,trial_id,run_trial_id,trial_uid,class_label
45.072666,-4.168427,153,153,1,0train,3,154,10,S01_0train_T154,tongue
-28.708076,-2.838929,154,154,1,0train,3,155,11,S01_0train_T155,left_hand
-37.20376,17.891079,155,155,1,0train,3,156,12,S01_0train_T156,left_hand
-21.09904,15.157355,156,156,1,0train,3,157,13,S01_0train_T157,right_hand
40.73266,-13.494937,157,157,1,0train,3,158,14,S01_0train_T158,tongue
19.470354,-12.158516,158,158,1,0train,3,159,15,S01_0train_T159,feet
-38.157665,17.287186,159,159,1,0train,3,160,16,S01_0train_T160,right_hand
30.48762,0.7567105,160,160,1,0train,3,161,17,S01_0train_T161,tongue
17.829472,6.203051,161,161,1,0train,3,162,18,S01_0train_T162,feet
43.665077,-4.5211787,162,162,1,0train,3,163,19,S01_0train_T163,tongue
21.474155,5.171434,163,163,1,0train,3,164,20,S01_0train_T164,feet
46.585457,-12.348765,164,164,1,0train,3,165,21,S01_0train_T165,tongue
-41.78832,13.816681,165,165,1,0train,3,166,22,S01_0train_T166,right_hand
3.6636436,5.8845243,166,166,1,0train,3,167,23,S01_0train_T167,right_hand
14.716679,-2.968399,167,167,1,0train,3,168,24,S01_0train_T168,tongue
-1.6634176,0.90583324,168,168,1,0train,3,169,25,S01_0train_T169,left_hand
-37.86867,17.838821,169,169,1,0train,3,170,26,S01_0train_T170,right_hand
-14.82576,16.213552,170,170,1,0train,3,171,27,S01_0train_T171,right_hand
-35.58075,20.785261,171,171,1,0train,3,172,28,S01_0train_T172,right_hand
46.72024,-3.6723049,172,172,1,0train,3,173,29,S01_0train_T173,feet
43.13298,-6.0750375,173,173,1,0train,3,174,30,S01_0train_T174,tongue
9.81286,13.288199,174,174,1,0train,3,175,31,S01_0train_T175,left_hand
41.279053,-14.065673,175,175,1,0train,3,176,32,S01_0train_T176,tongue
-36.003635,20.349165,176,176,1,0train,3,177,33,S01_0train_T177,left_hand
-9.113757,-16.755749,177,177,1,0train,3,178,34,S01_0train_T178,feet
-37.703518,16.736458,178,178,1,0train,3,179,35,S01_0train_T179,left_hand
43.637566,-15.563514,179,179,1,0train,3,180,36,S01_0train_T180,tongue
-0.17474245,13.155492,180,180,1,0train,3,181,37,S01_0train_T181,left_hand
22.302713,-2.8159204,181,181,1,0train,3,182,38,S01_0train_T182,feet
-34.282127,13.331696,182,182,1,0train,3,183,39,S01_0train_T183,left_hand
-9.107985,13.624322,183,183,1,0train,3,184,40,S01_0train_T184,right_hand
41.292446,-11.453074,184,184,1,0train,3,185,41,S01_0train_T185,feet
37.0628,5.482507,185,185,1,0train,3,186,42,S01_0train_T186,feet
45.56419,-4.704545,186,186,1,0train,3,187,43,S01_0train_T187,tongue
-28.851097,-2.7282617,187,187,1,0train,3,188,44,S01_0train_T188,left_hand
18.136648,14.758389,188,188,1,0train,3,189,45,S01_0train_T189,right_hand
43.08367,-15.652136,189,189,1,0train,3,190,46,S01_0train_T190,tongue
-38.79526,16.068068,190,190,1,0train,3,191,47,S01_0train_T191,right_hand
18.746544,0.37735355,191,191,1,0train,3,192,48,S01_0train_T192,feet
18.631876,-28.054691,192,192,1,0train,4,193,1,S01_0train_T193,feet
-36.118443,23.486992,193,193,1,0train,4,194,2,S01_0train_T194,left_hand
43.996532,-15.833787,194,194,1,0train,4,195,3,S01_0train_T195,tongue
-42.754147,16.458372,195,195,1,0train,4,196,4,S01_0train_T196,right_hand
45.12251,-15.249752,196,196,1,0train,4,197,5,S01_0train_T197,tongue
-35.66907,12.764428,197,197,1,0train,4,198,6,S01_0train_T198,left_hand
-42.452732,16.823038,198,198,1,0train,4,199,7,S01_0train_T199,left_hand
21.702917,-11.816143,199,199,1,0train,4,200,8,S01_0train_T200,feet
39.79764,-5.042339,200,200,1,0train,4,201,9,S01_0train_T201,feet
-37.564667,13.854511,201,201,1,0train,4,202,10,S01_0train_T202,right_hand
43.127483,-10.09607,202,202,1,0train,4,203,11,S01_0train_T203,tongue
-37.477375,14.976669,203,203,1,0train,4,204,12,S01_0train_T204,right_hand
45.024403,0.0024195437,204,204,1,0train,4,205,13,S01_0train_T205,right_hand
-33.66025,-0.6532997,205,205,1,0train,4,206,14,S01_0train_T206,left_hand
24.589252,-5.637854,206,206,1,0train,4,207,15,S01_0train_T207,right_hand
28.9714,-10.073099,207,207,1,0train,4,208,16,S01_0train_T208,tongue
48.31735,0.65333176,208,208,1,0train,4,209,17,S01_0train_T209,tongue
-4.24203,-5.5260777,209,209,1,0train,4,210,18,S01_0train_T210,right_hand
3.578436,4.2946415,210,210,1,0train,4,211,19,S01_0train_T211,right_hand
-38.038338,13.158294,211,211,1,0train,4,212,20,S01_0train_T212,right_hand
-37.121666,12.420565,212,212,1,0train,4,213,21,S01_0train_T213,right_hand
30.511316,-14.262961,213,213,1,0train,4,214,22,S01_0train_T214,tongue
29.780394,-9.490955,214,214,1,0train,4,215,23,S01_0train_T215,tongue
19.62989,-10.618047,215,215,1,0train,4,216,24,S01_0train_T216,feet
46.648403,-2.2062821,216,216,1,0train,4,217,25,S01_0train_T217,tongue
-42.70492,6.687477,217,217,1,0train,4,218,26,S01_0train_T218,left_hand
-33.815002,15.118251,218,218,1,0train,4,219,27,S01_0train_T219,right_hand
-1.3128749,-24.185715,219,219,1,0train,4,220,28,S01_0train_T220,feet
-33.969135,14.328447,220,220,1,0train,4,221,29,S01_0train_T221,right_hand
-33.54832,-0.60720134,221,221,1,0train,4,222,30,S01_0train_T222,left_hand
42.085205,-9.271603,222,222,1,0train,4,223,31,S01_0train_T223,tongue
-33.916843,0.14569323,223,223,1,0train,4,224,32,S01_0train_T224,left_hand
47.19274,0.7792795,224,224,1,0train,4,225,33,S01_0train_T225,tongue
-23.435383,-20.47551,225,225,1,0train,4,226,34,S01_0train_T226,left_hand
-25.939661,8.484017,226,226,1,0train,4,227,35,S01_0train_T227,left_hand
-25.405367,8.462202,227,227,1,0train,4,228,36,S01_0train_T228,left_hand
-24.857462,1.9297296,228,228,1,0train,4,229,37,S01_0train_T229,left_hand
-12.411713,16.915712,229,229,1,0train,4,230,38,S01_0train_T230,feet
38.500336,-7.851388,230,230,1,0train,4,231,39,S01_0train_T231,feet
43.24716,-10.574082,231,231,1,0train,4,232,40,S01_0train_T232,tongue
-23.638578,3.367384,232,232,1,0train,4,233,41,S01_0train_T233,right_hand
44.33169,-3.480759,233,233,1,0train,4,234,42,S01_0train_T234,feet
9.496229,-8.910778,234,234,1,0train,4,235,43,S01_0train_T235,feet
-36.313488,-2.0273325,235,235,1,0train,4,236,44,S01_0train_T236,feet
40.783474,-18.228657,236,236,1,0train,4,237,45,S01_0train_T237,tongue
-6.819377,5.028384,237,237,1,0train,4,238,46,S01_0train_T238,feet
-38.95917,8.53073,238,238,1,0train,4,239,47,S01_0train_T239,left_hand
45.604908,1.079636,239,239,1,0train,4,240,48,S01_0train_T240,feet
-42.979218,15.680124,240,240,1,0train,5,241,1,S01_0train_T241,left_hand
17.729094,-27.229944,241,241,1,0train,5,242,2,S01_0train_T242,tongue
-42.20127,16.414837,242,242,1,0train,5,243,3,S01_0train_T243,right_hand
42.723213,-13.18578,243,243,1,0train,5,244,4,S01_0train_T244,tongue
33.60291,0.22928649,244,244,1,0train,5,245,5,S01_0train_T245,tongue
-2.174537,-15.084873,245,245,1,0train,5,246,6,S01_0train_T246,feet
42.238182,-13.062123,246,246,1,0train,5,247,7,S01_0train_T247,tongue
41.57089,-15.240468,247,247,1,0train,5,248,8,S01_0train_T248,tongue
9.284861,-15.630969,248,248,1,0train,5,249,9,S01_0train_T249,feet
-37.397583,20.058205,249,249,1,0train,5,250,10,S01_0train_T250,right_hand
44.15839,-13.686478,250,250,1,0train,5,251,11,S01_0train_T251,tongue
19.791988,4.671301,251,251,1,0train,5,252,12,S01_0train_T252,feet
-35.73821,13.306048,252,252,1,0train,5,253,13,S01_0train_T253,left_hand
-41.897373,13.383098,253,253,1,0train,5,254,14,S01_0train_T254,right_hand
-24.859758,2.786294,254,254,1,0train,5,255,15,S01_0train_T255,right_hand
-33.98931,16.382515,255,255,1,0train,5,256,16,S01_0train_T256,right_hand
33.557667,0.1269874,256,256,1,0train,5,257,17,S01_0train_T257,feet
-36.203514,13.249824,257,257,1,0train,5,258,18,S01_0train_T258,right_hand
42.1096,-7.87722,258,258,1,0train,5,259,19,S01_0train_T259,tongue
16.88609,-20.375084,259,259,1,0train,5,260,20,S01_0train_T260,feet
40.46742,-3.6230214,260,260,1,0train,5,261,21,S01_0train_T261,tongue
-39.848816,16.893232,261,261,1,0train,5,262,22,S01_0train_T262,right_hand
15.422466,-18.58937,262,262,1,0train,5,263,23,S01_0train_T263,feet
-19.848965,-22.776583,263,263,1,0train,5,264,24,S01_0train_T264,left_hand
43.651695,-5.846326,264,264,1,0train,5,265,25,S01_0train_T265,tongue
-19.434565,-23.23345,265,265,1,0train,5,266,26,S01_0train_T266,left_hand
44.90733,-14.985032,266,266,1,0train,5,267,27,S01_0train_T267,feet
41.857773,-14.7732525,267,267,1,0train,5,268,28,S01_0train_T268,tongue
-8.329811,16.188787,268,268,1,0train,5,269,29,S01_0train_T269,left_hand
18.717142,-28.263432,269,269,1,0train,5,270,30,S01_0train_T270,feet
-41.345005,15.605444,270,270,1,0train,5,271,31,S01_0train_T271,left_hand
-37.68788,16.134842,271,271,1,0train,5,272,32,S01_0train_T272,right_hand
-36.714485,14.356115,272,272,1,0train,5,273,33,S01_0train_T273,right_hand
-21.986298,-4.880756,273,273,1,0train,5,274,34,S01_0train_T274,left_hand
43.82921,-15.750264,274,274,1,0train,5,275,35,S01_0train_T275,tongue
-20.684942,-4.321773,275,275,1,0train,5,276,36,S01_0train_T276,left_hand
42.314438,-5.7562685,276,276,1,0train,5,277,37,S01_0train_T277,tongue
34.115253,1.47077,277,277,1,0train,5,278,38,S01_0train_T278,feet
-19.020515,11.59712,278,278,1,0train,5,279,39,S01_0train_T279,feet
-8.885151,17.357267,279,279,1,0train,5,280,40,S01_0train_T280,left_hand
46.60149,3.3830748,280,280,1,0train,5,281,41,S01_0train_T281,feet
-35.596024,20.698177,281,281,1,0train,5,282,42,S01_0train_T282,right_hand
3.194072,4.5524373,282,282,1,0train,5,283,43,S01_0train_T283,right_hand
24.004992,11.445821,283,283,1,0train,5,284,44,S01_0train_T284,left_hand
11.126402,-11.433666,284,284,1,0train,5,285,45,S01_0train_T285,feet
-8.105728,14.962178,285,285,1,0train,5,286,46,S01_0train_T286,left_hand
-37.104458,15.486105,286,286,1,0train,5,287,47,S01_0train_T287,right_hand
-21.423244,8.673196,287,287,1,0train,5,288,48,S01_0train_T288,left_hand
-2.9072874,17.502264,288,288,2,0train,0,1,1,S02_0train_T001,left_hand
-3.0650241,17.067072,289,289,2,0train,0,2,2,S02_0train_T002,right_hand
-12.771911,5.2107644,290,290,2,0train,0,3,3,S02_0train_T003,right_hand
-8.553717,4.4153876,291,291,2,0train,0,4,4,S02_0train_T004,left_hand
16.10334,-7.362759,292,292,2,0train,0,5,5,S02_0train_T005,right_hand
16.237165,-7.738404,293,293,2,0train,0,6,6,S02_0train_T006,left_hand
16.603975,-8.257893,294,294,2,0train,0,7,7,S02_0train_T007,right_hand
-0.49374396,-33.50172,295,295,2,0train,0,8,8,S02_0train_T008,feet
16.050985,-3.8220682,296,296,2,0train,0,9,9,S02_0train_T009,right_hand
-0.7688178,-33.799446,297,297,2,0train,0,10,10,S02_0train_T010,tongue
-15.421723,-10.52398,298,298,2,0train,0,11,11,S02_0train_T011,left_hand
-40.195145,-1.1928656,299,299,2,0train,0,12,12,S02_0train_T012,feet
10.712929,-30.859987,300,300,2,0train,0,13,13,S02_0train_T013,right_hand
-17.443058,-3.167783,301,301,2,0train,0,14,14,S02_0train_T014,left_hand
16.688845,-4.9421806,302,302,2,0train,0,15,15,S02_0train_T015,tongue
4.432503,-2.201189,303,303,2,0train,0,16,16,S02_0train_T016,tongue
11.382204,-29.353647,304,304,2,0train,0,17,17,S02_0train_T017,tongue
11.589956,-30.301037,305,305,2,0train,0,18,18,S02_0train_T018,tongue
13.358797,-31.173376,306,306,2,0train,0,19,19,S02_0train_T019,tongue
-42.568752,-2.277686,307,307,2,0train,0,20,20,S02_0train_T020,left_hand
2.0747228,-33.75311,308,308,2,0train,0,21,21,S02_0train_T021,feet
-25.861319,-5.2759094,309,309,2,0train,0,22,22,S02_0train_T022,right_hand
-9.187788,4.203777,310,310,2,0train,0,23,23,S02_0train_T023,left_hand
13.062554,-9.012017,311,311,2,0train,0,24,24,S02_0train_T024,left_hand
-1.9805886,-33.232346,312,312,2,0train,0,25,25,S02_0train_T025,feet
-3.0678275,12.86189,313,313,2,0train,0,26,26,S02_0train_T026,tongue
-2.3262267,9.846981,314,314,2,0train,0,27,27,S02_0train_T027,left_hand
13.612392,15.829577,315,315,2,0train,0,28,28,S02_0train_T028,feet
-4.7347436,14.144819,316,316,2,0train,0,29,29,S02_0train_T029,feet
15.568505,17.506392,317,317,2,0train,0,30,30,S02_0train_T030,feet
9.551015,18.245125,318,318,2,0train,0,31,31,S02_0train_T031,left_hand
5.7439528,13.496439,319,319,2,0train,0,32,32,S02_0train_T032,right_hand
21.37977,20.93096,320,320,2,0train,0,33,33,S02_0train_T033,left_hand
6.8554397,19.095772,321,321,2,0train,0,34,34,S02_0train_T034,right_hand
2.7223887,21.293398,322,322,2,0train,0,35,35,S02_0train_T035,right_hand
-20.403711,22.29737,323,323,2,0train,0,36,36,S02_0train_T036,left_hand
2.666371,21.371592,324,324,2,0train,0,37,37,S02_0train_T037,right_hand
15.645738,17.478115,325,325,2,0train,0,38,38,S02_0train_T038,feet
6.1057086,27.89811,326,326,2,0train,0,39,39,S02_0train_T039,right_hand
14.535064,18.63813,327,327,2,0train,0,40,40,S02_0train_T040,feet
14.158611,16.881393,328,328,2,0train,0,41,41,S02_0train_T041,feet
-19.936087,24.641893,329,329,2,0train,0,42,42,S02_0train_T042,tongue
14.501141,19.017673,330,330,2,0train,0,43,43,S02_0train_T043,feet
10.864175,31.581083,331,331,2,0train,0,44,44,S02_0train_T044,feet
-3.39374,16.600712,332,332,2,0train,0,45,45,S02_0train_T045,tongue
9.147294,31.673962,333,333,2,0train,0,46,46,S02_0train_T046,tongue
7.944171,31.21156,334,334,2,0train,0,47,47,S02_0train_T047,tongue
13.919161,32.06118,335,335,2,0train,0,48,48,S02_0train_T048,tongue
-18.471554,-2.0588653,336,336,2,0train,1,49,1,S02_0train_T049,tongue
-28.853136,-1.3171451,337,337,2,0train,1,50,2,S02_0train_T050,feet
-46.132942,0.20296979,338,338,2,0train,1,51,3,S02_0train_T051,right_hand
-45.93649,3.18241,339,339,2,0train,1,52,4,S02_0train_T052,left_hand
-8.774962,-12.122505,340,340,2,0train,1,53,5,S02_0train_T053,left_hand
-25.902166,-26.656609,341,341,2,0train,1,54,6,S02_0train_T054,right_hand
1.8662369,-32.21387,342,342,2,0train,1,55,7,S02_0train_T055,feet
-44.447453,-5.5887065,343,343,2,0train,1,56,8,S02_0train_T056,tongue
-26.938318,-21.628567,344,344,2,0train,1,57,9,S02_0train_T057,right_hand
-0.41737223,-32.986195,345,345,2,0train,1,58,10,S02_0train_T058,feet
-41.944958,-10.304019,346,346,2,0train,1,59,11,S02_0train_T059,left_hand
-7.5648017,-16.803417,347,347,2,0train,1,60,12,S02_0train_T060,left_hand
-45.407337,-2.6711779,348,348,2,0train,1,61,13,S02_0train_T061,left_hand
-44.086945,-3.7267385,349,349,2,0train,1,62,14,S02_0train_T062,tongue
-27.715948,-21.423079,350,350,2,0train,1,63,15,S02_0train_T063,right_hand
