tsne1,tsne2,covariance_index,sample_index,subject,session,run,trial_id,run_trial_id,trial_uid,class_label,window_index
26.29006,-4.9461,285,57,1,0train,1,58,10,S01_0train_T058,tongue,1
46.032906,-20.293499,286,57,1,0train,1,58,10,S01_0train_T058,tongue,2
27.832716,-26.520084,287,57,1,0train,1,58,10,S01_0train_T058,tongue,3
13.4395075,-14.3566065,288,57,1,0train,1,58,10,S01_0train_T058,tongue,4
1.1640728,-4.420101,289,57,1,0train,1,58,10,S01_0train_T058,tongue,5
-44.290886,2.314446,290,58,1,0train,1,59,11,S01_0train_T059,left_hand,1
-39.739117,-3.9724572,291,58,1,0train,1,59,11,S01_0train_T059,left_hand,2
-46.642643,9.3369465,292,58,1,0train,1,59,11,S01_0train_T059,left_hand,3
53.348038,14.928764,293,58,1,0train,1,59,11,S01_0train_T059,left_hand,4
29.618187,20.040524,294,58,1,0train,1,59,11,S01_0train_T059,left_hand,5
-26.22245,-14.71664,295,59,1,0train,1,60,12,S01_0train_T060,feet,1
42.016685,-21.844833,296,59,1,0train,1,60,12,S01_0train_T060,feet,2
36.567516,-19.099213,297,59,1,0train,1,60,12,S01_0train_T060,feet,3
28.988844,-17.668701,298,59,1,0train,1,60,12,S01_0train_T060,feet,4
17.000906,-16.265558,299,59,1,0train,1,60,12,S01_0train_T060,feet,5
37.90519,-22.187464,300,60,1,0train,1,61,13,S01_0train_T061,feet,1
60.295918,-2.6524649,301,60,1,0train,1,61,13,S01_0train_T061,feet,2
44.980442,-8.692846,302,60,1,0train,1,61,13,S01_0train_T061,feet,3
25.33061,-19.58074,303,60,1,0train,1,61,13,S01_0train_T061,feet,4
32.70948,-18.07606,304,60,1,0train,1,61,13,S01_0train_T061,feet,5
-42.6752,5.2571135,305,61,1,0train,1,62,14,S01_0train_T062,left_hand,1
-4.068953,11.759884,306,61,1,0train,1,62,14,S01_0train_T062,left_hand,2
-53.892048,8.964888,307,61,1,0train,1,62,14,S01_0train_T062,left_hand,3
-56.119884,7.774473,308,61,1,0train,1,62,14,S01_0train_T062,left_hand,4
-30.282549,18.52898,309,61,1,0train,1,62,14,S01_0train_T062,left_hand,5
-44.962868,7.3793945,310,62,1,0train,1,63,15,S01_0train_T063,feet,1
48.861313,0.5905182,311,62,1,0train,1,63,15,S01_0train_T063,feet,2
5.46411,-13.266165,312,62,1,0train,1,63,15,S01_0train_T063,feet,3
45.937843,-5.1254373,313,62,1,0train,1,63,15,S01_0train_T063,feet,4
39.64308,-11.852645,314,62,1,0train,1,63,15,S01_0train_T063,feet,5
-18.940641,21.638748,315,63,1,0train,1,64,16,S01_0train_T064,right_hand,1
-47.02211,8.364438,316,63,1,0train,1,64,16,S01_0train_T064,right_hand,2
-7.2081213,4.95686,317,63,1,0train,1,64,16,S01_0train_T064,right_hand,3
-24.213867,-7.1344004,318,63,1,0train,1,64,16,S01_0train_T064,right_hand,4
-22.3393,24.21638,319,63,1,0train,1,64,16,S01_0train_T064,right_hand,5
42.423004,-23.750853,320,64,1,0train,1,65,17,S01_0train_T065,tongue,1
45.38078,-20.772884,321,64,1,0train,1,65,17,S01_0train_T065,tongue,2
22.570387,-33.119904,322,64,1,0train,1,65,17,S01_0train_T065,tongue,3
30.446293,8.4957695,323,64,1,0train,1,65,17,S01_0train_T065,tongue,4
-43.744194,18.244001,324,64,1,0train,1,65,17,S01_0train_T065,tongue,5
-52.595592,5.8327203,325,65,1,0train,1,66,18,S01_0train_T066,tongue,1
26.91529,-25.50442,326,65,1,0train,1,66,18,S01_0train_T066,tongue,2
42.580387,-22.264317,327,65,1,0train,1,66,18,S01_0train_T066,tongue,3
53.658287,-10.480048,328,65,1,0train,1,66,18,S01_0train_T066,tongue,4
30.30105,6.176052,329,65,1,0train,1,66,18,S01_0train_T066,tongue,5
29.212732,-23.74071,330,66,1,0train,1,67,19,S01_0train_T067,tongue,1
20.170212,-30.65665,331,66,1,0train,1,67,19,S01_0train_T067,tongue,2
26.359892,-25.776743,332,66,1,0train,1,67,19,S01_0train_T067,tongue,3
